,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
18,295,160,1184,146,3522,3329,503,251,346,355,1154,984,766,227,3084,133,719,342,1379,1044,2204,317,570,392,534,279,1073,3456,204,275,528,249,3527,370,2222,302,3159,290,488,284,1066,338,814,829,2069,1478,3546,186,132,947,450,963,219,366,433,277,888,2243,699,380,354,1517,584,400
19,162,834,215,3501,712,3995,2499,2436,220,1480,4515,680,1743,658,248,185,1610,180,454,291,235,763,1480,1522,734,729,980,241,234,150,803,1186,323,898,3794,1198,2429,424,3296,133,311,850,492,441,304,1993,1484,2568,695,1325,315,247,2017,322,1931,582,2292,1904,988,2129,352,1359,585,768
20,1385,338,770,1001,215,1765,272,1095,539,2280,700,278,1810,2706,306,280,2485,1402,336,936,130,375,408,271,1761,547,1221,931,471,895,982,210,3107,400,437,989,442,200,292,1042,396,342,1059,237,315,838,255,1284,435,596,1750,1133,242,308,290,426,655,937,248,348,2013,1962,534,265
21,293,822,1424,193,399,477,333,383,1481,1973,269,702,2628,226,362,244,1463,1038,4412,491,1786,377,189,214,265,250,889,1980,366,254,740,3210,328,733,1065,623,840,478,1917,705,1398,922,641,482,1000,522,4891,367,805,3686,3591,262,674,337,523,398,916,469,995,1532,349,175,343,445
22,1245,2625,481,781,460,604,386,2544,659,507,1624,759,473,560,515,2762,229,358,802,1846,343,462,1015,454,559,231,1868,766,253,3643,127,1049,413,293,377,165,484,2466,1278,140,1850,4240,1554,2149,202,848,522,425,573,986,371,462,255,3995,3087,1153,229,204,3482,241,633,2428,760,470
23,612,349,807,333,291,808,583,667,3800,249,994,193,813,150,317,425,809,649,1267,2549,523,135,324,456,452,876,400,1466,396,431,1021,1508,682,217,895,2804,420,259,619,464,377,4094,679,274,1331,835,620,405,307,962,641,361,1435,369,677,824,316,240,1072,697,566,986,327,1593
24,1174,306,612,933,156,322,286,208,258,281,193,286,2461,146,2159,321,338,305,364,2263,988,944,391,468,601,733,197,687,1644,1495,338,1023,811,532,429,716,917,366,438,200,1495,505,254,653,1346,296,422,632,231,265,1286,466,1781,3777,483,3931,276,398,377,568,194,775,2425,941
25,2459,1493,824,191,293,418,1792,1978,809,279,168,283,448,1682,675,899,374,141,1352,895,214,202,1071,475,246,520,268,376,255,352,692,453,948,200,567,310,564,396,1309,374,303,595,249,812,376,670,270,275,894,215,599,265,359,409,1806,647,1059,431,2889,141,1874,1828,679,597
26,1283,376,1368,191,1191,2907,277,452,325,2138,300,1118,1211,426,1973,517,208,586,1381,420,435,279,190,321,188,361,2771,3215,1577,540,1249,1521,1452,483,887,700,727,1318,412,266,244,346,538,146,460,220,382,310,771,213,2522,1768,385,826,4001,547,2502,349,1151,236,201,2791,1116,840
27,208,798,568,1350,413,388,199,230,2486,3048,1714,2321,618,1468,1427,3171,561,302,198,650,704,606,1061,534,2003,392,1058,180,116,389,336,246,638,359,415,274,1246,2952,888,446,512,587,868,612,367,405,1613,520,632,490,396,216,1657,518,1707,995,228,468,192,160,516,502,144,593
28,2048,461,253,1566,965,163,835,813,2412,396,3411,949,415,2134,319,989,302,730,889,469,2997,1386,266,287,160,270,502,415,916,460,312,390,193,139,150,422,990,687,259,792,276,319,561,527,1327,192,237,2285,409,1885,183,1135,235,365,277,581,2363,369,864,2711,448,386,482,2356
29,2364,540,198,1683,402,411,335,129,547,319,399,1374,172,601,283,1048,534,573,511,279,320,1164,396,1179,365,517,129,266,1488,921,4868,262,1042,508,456,526,297,505,1164,798,549,690,320,1590,818,442,382,139,451,186,2370,2337,761,469,3190,565,3243,753,302,1563,3735,130,535,1113
30,653,798,359,1060,365,435,374,233,3337,1076,165,173,507,373,296,169,249,419,331,784,282,2786,248,2656,385,1731,374,484,3102,269,997,571,1928,1489,221,121,271,2193,657,2120,329,2089,410,809,1771,395,615,606,527,497,632,765,385,682,289,755,346,165,489,212,2375,1419,1900,841
31,335,354,216,421,1188,540,3121,104,819,310,514,529,182,1312,649,294,273,706,164,1815,639,216,354,1083,482,271,3391,361,1007,2886,169,891,646,366,337,2596,120,605,252,691,724,291,393,487,342,191,715,978,508,435,370,1277,391,611,350,1009,1478,696,285,262,211,2168,168,1120
32,1290,1179,338,256,471,343,135,217,250,1790,3356,459,258,494,3639,155,235,1034,256,2077,988,961,854,2177,970,420,1697,1486,124,221,1613,696,463,293,789,1114,255,1140,1441,432,245,951,2893,212,859,294,281,1730,262,1289,557,925,1030,422,786,172,3407,230,206,251,244,404,3252,3712
33,432,1847,218,1636,579,319,747,292,914,314,240,1270,237,633,308,2791,148,228,2269,2322,303,632,682,562,714,161,229,3257,270,280,1097,416,594,839,437,378,122,344,1120,483,218,316,1022,1112,2516,242,1177,250,410,1437,686,177,334,283,738,1522,1426,166,465,432,389,227,1087,1766
34,723,515,507,1317,1123,239,1731,2053,510,741,234,182,729,532,448,556,240,393,438,1550,404,2560,868,404,297,1593,1045,218,960,913,171,283,496,426,273,254,1121,512,402,2179,791,357,2805,561,667,918,1418,108,565,491,205,531,1033,270,750,712,195,384,2083,3289,876,725,1745,413
35,313,3571,2472,364,191,2046,1342,276,316,2379,1565,339,709,321,158,2312,268,1503,177,340,1036,270,675,2914,303,195,444,4212,1149,3554,488,2671,296,187,998,3612,232,1402,2170,869,1094,276,382,320,1102,2059,271,216,993,1327,555,800,2402,755,4625,276,274,504,1127,3557,1452,940,1554,710
36,456,971,342,857,1511,1777,678,2519,233,559,840,981,349,275,1443,271,313,521,673,391,1214,1295,950,938,330,1525,731,1289,776,2040,435,152,1097,474,3660,275,358,1391,909,730,311,1741,611,347,2374,522,571,428,735,1634,326,312,200,1925,519,1535,194,291,1343,463,1799,425,262,801
37,274,884,1400,3735,336,477,511,332,377,377,605,2004,2284,371,2280,389,887,480,661,409,219,2663,270,495,801,495,542,3196,681,417,195,249,395,255,574,186,809,2325,700,668,794,268,221,438,402,155,314,2835,315,493,341,752,243,275,697,3283,459,706,611,1193,617,1654,1323,291
38,250,264,740,1302,2497,137,380,348,181,3038,565,259,2151,384,474,381,955,427,306,572,516,2339,270,740,339,256,1566,511,1694,3601,855,836,264,552,502,492,894,2714,1639,548,795,423,3080,247,641,3312,1143,2318,623,288,670,555,608,3160,236,1768,747,4049,585,2388,318,762,4001,1097
39,1050,835,1462,334,740,581,461,225,1292,282,676,456,502,819,606,305,305,353,1875,393,922,252,1512,673,969,1328,340,253,451,1063,1260,471,429,745,2768,1768,920,831,1800,512,551,1472,1920,432,1562,498,1142,2974,1003,1003,459,371,974,831,1526,1631,291,246,965,2535,297,274,626,287
40,712,187,760,462,890,1903,2842,285,346,439,331,1011,293,359,307,521,396,1171,224,254,227,1312,1516,242,951,1609,962,2223,608,1730,1348,208,589,265,2140,199,191,576,491,757,578,209,1899,910,256,1389,223,691,504,1016,666,547,776,142,213,393,203,364,192,723,649,810,1078,732
41,460,1906,277,2940,315,1140,740,492,725,385,1186,1025,576,2778,271,2393,1175,2388,751,2545,108,219,910,330,1324,304,1121,235,3182,1326,383,159,432,500,1278,2442,289,263,1798,367,2094,452,1347,562,1390,665,2208,151,1340,1323,203,554,144,329,269,715,401,863,2278,670,3273,631,359,832
42,335,194,1278,774,943,247,1395,442,1015,1126,1799,411,778,1881,585,265,444,2049,322,2824,664,556,566,191,183,113,980,636,241,503,458,1115,481,1629,528,336,321,3031,600,465,2233,1069,349,490,223,910,373,1186,719,552,760,431,1248,222,628,754,417,498,2331,486,1122,726,295,361
43,1145,516,1399,256,724,237,328,330,361,2005,264,565,210,2440,189,544,329,229,278,466,487,246,881,595,236,602,598,339,900,1459,462,833,444,1034,683,557,2077,497,151,355,471,606,353,717,331,168,571,250,817,369,1075,330,400,1434,2086,627,1463,3294,288,292,1722,577,653,327
44,366,1564,2267,932,827,283,514,973,896,230,335,598,231,375,549,180,326,773,1026,850,2355,1705,1094,388,2482,230,2087,463,129,621,137,620,535,815,233,611,767,241,1014,233,2885,1077,2101,2862,309,668,574,881,1763,715,148,353,129,356,227,428,1207,506,213,404,216,610,171,448
45,382,3621,649,2591,1338,770,146,770,208,187,1037,621,247,234,1375,258,701,1944,627,2034,370,511,291,385,329,803,1086,245,210,644,409,820,1782,219,435,2465,1112,1116,188,611,1908,1072,222,531,737,687,3255,2128,2167,249,633,249,605,1151,395,1479,405,793,316,246,2879,3273,329,558
46,265,615,242,1655,783,128,1387,1887,775,895,272,2476,1187,309,1649,230,1928,134,378,481,1506,209,366,133,297,798,162,2085,2073,581,1000,2878,1101,1542,506,227,285,341,178,432,1167,839,175,881,1173,235,254,899,861,838,568,404,373,494,148,176,1686,1377,254,1645,279,1898,691,716
47,485,433,958,1728,159,190,1442,1747,321,500,197,626,150,2616,696,777,1010,580,578,847,454,365,1821,208,393,725,1502,433,252,315,201,901,2534,549,436,1192,346,335,1342,447,866,1317,351,1631,253,1093,1745,735,831,2154,630,306,526,2472,587,267,433,780,313,2417,584,1366,132,684
48,2431,2869,643,454,833,278,848,558,365,217,1976,2106,310,657,2162,586,702,962,1538,260,1272,240,266,212,910,179,465,330,443,158,449,342,1065,321,411,456,225,559,229,402,387,2679,1838,205,1438,339,391,2675,3497,1287,366,1907,203,830,706,346,666,247,226,888,578,946,311,356
49,845,1924,728,413,185,230,519,568,168,2013,1436,463,705,580,1201,2283,770,2521,456,186,476,1048,338,488,122,340,3202,865,160,1132,950,2404,843,430,2312,532,335,244,1314,3061,1874,418,1996,817,659,379,2546,608,447,543,361,1134,784,1653,483,505,171,202,1279,268,4049,1271,634,730
50,1422,531,1997,293,399,766,344,3800,288,1112,228,260,399,3973,442,2362,540,2415,801,792,334,810,428,269,200,137,352,258,892,280,1128,438,300,338,452,248,415,776,295,848,243,940,482,507,416,186,286,2435,213,210,1067,450,3629,1641,285,549,2118,1402,233,1317,630,715,1824,426
51,383,1950,404,265,503,1054,1334,2882,872,644,1066,1633,776,1641,4483,267,269,1886,732,346,823,2580,447,174,2108,477,279,503,319,1293,1023,1768,590,466,1354,656,450,203,407,2558,422,2256,202,314,1832,209,198,258,302,2071,380,1858,2300,152,612,1037,330,388,508,845,332,3883,275,1513
52,157,1348,2026,1079,1048,1119,232,539,1623,1970,1431,391,453,380,213,492,433,770,925,1975,769,447,1027,121,1768,242,1021,533,207,1241,1198,1099,1265,458,1456,624,1651,470,3305,629,931,1162,1625,248,549,378,199,482,1812,236,264,975,2099,672,407,260,2477,227,130,654,347,1329,738,473
53,163,466,551,1657,999,1657,2345,189,2877,788,160,1890,3970,443,958,302,272,201,2400,2206,905,3464,258,522,249,1253,682,441,409,197,1416,3348,895,876,472,1675,169,940,691,406,1514,2840,474,472,663,229,1539,1242,538,1293,2318,1086,1451,235,825,1033,952,261,2272,211,278,938,4395,427
54,1257,441,337,616,397,935,284,317,702,1139,394,1603,1814,279,359,1440,660,216,591,2399,201,4008,356,310,430,480,225,915,835,387,319,329,2021,235,1027,400,1045,207,1907,596,684,251,479,2417,438,694,163,452,512,468,540,2346,222,667,408,515,629,412,298,258,420,1183,733,564
55,1931,1474,2364,393,257,271,349,401,686,438,1067,2588,639,559,3975,223,373,843,426,1265,334,678,2192,382,145,901,121,469,428,224,628,2388,196,830,455,3679,655,475,2407,1953,178,219,257,471,243,170,1578,3271,216,346,1841,3820,614,860,3374,978,2015,222,278,1159,1827,1083,1587,2062
56,3696,1490,1001,135,1193,1145,3262,1109,1259,347,205,169,361,1038,257,696,782,248,123,363,1302,263,853,847,2894,696,164,297,121,368,585,206,524,291,3567,377,1450,2191,369,1380,345,399,1864,277,2394,1168,3286,1771,189,290,2945,389,906,276,1042,1806,223,644,318,474,511,1314,588,212
57,279,347,213,318,713,371,261,727,981,345,211,797,285,311,182,2059,112,644,418,915,319,3342,415,402,266,840,159,400,357,299,829,768,947,1179,835,1033,240,2158,172,169,559,240,174,901,352,345,644,492,482,490,178,998,325,2018,357,2159,174,448,1783,2034,1825,1151,574,777
58,905,627,416,966,197,613,497,346,580,336,693,3050,514,809,755,155,4304,212,326,3025,2150,1073,870,319,578,2165,1316,323,219,321,578,582,984,3170,1397,400,772,691,219,657,1353,767,513,257,270,553,397,321,2059,599,2322,3327,287,516,930,3600,839,555,639,899,249,4109,2879,818
59,3007,837,502,1722,3389,2634,444,2120,929,608,180,371,163,1306,435,2418,220,3186,169,439,524,446,1294,196,400,691,658,514,3722,1329,676,877,290,1781,308,707,1889,155,447,2051,991,477,245,316,214,611,1741,2791,913,3178,2949,3927,281,1426,218,1551,1385,481,1052,474,303,860,324,510
60,1211,605,1439,574,260,3876,1004,2939,3328,296,1348,1746,175,1824,392,966,1969,199,1965,897,795,767,2187,351,2011,521,1177,137,516,499,197,1741,1200,289,207,695,172,559,1959,2776,283,1061,1057,1809,224,3439,1672,282,804,585,223,1637,462,812,704,426,754,1292,276,132,939,284,116,736
61,587,860,120,1678,474,2033,395,606,438,1148,1305,713,1079,262,1041,178,1299,445,3184,395,2021,654,1571,809,1323,822,3318,841,867,570,497,1753,1698,101,1451,369,888,114,1091,403,178,3138,2176,866,763,409,1334,281,2331,198,417,936,298,1042,203,271,699,704,448,992,246,496,466,1937
62,877,1370,4430,794,599,913,920,458,1546,327,1393,2321,212,3299,198,1832,443,2784,303,2959,2548,164,1160,773,3585,268,998,247,2049,403,538,571,578,1088,1123,462,974,3765,256,193,966,294,2877,895,2167,728,1686,3714,375,377,3033,241,2712,300,240,184,347,575,964,368,955,1287,794,408
63,562,459,1133,4001,349,396,2713,547,1200,340,316,788,559,2738,883,296,468,236,963,216,1752,482,900,627,2762,430,157,2174,584,677,141,1038,207,518,538,999,863,1086,518,465,2942,410,530,935,515,631,3606,210,423,513,474,421,272,433,161,513,1038,1126,702,341,297,263,526,2228
64,151,710,999,608,1243,196,540,617,2061,388,286,304,2040,1129,1445,480,1206,423,1371,374,1558,1640,566,1655,747,2087,330,153,209,1199,2106,397,801,839,984,764,346,800,186,367,546,471,2686,1310,579,285,2519,3451,696,393,1704,687,2074,2828,1207,216,516,476,858,520,1560,620,654,939
65,910,631,869,1045,2069,467,522,1752,232,297,980,772,298,527,1685,2821,2324,241,421,897,536,352,471,327,2089,1088,739,432,200,1708,200,1333,465,1068,245,371,1377,175,730,184,174,1595,397,654,1614,1890,398,214,504,299,215,427,2353,2004,1107,202,351,1448,1160,251,248,437,264,325
66,549,2776,348,4657,360,1493,1413,231,434,644,807,2575,648,322,159,486,591,965,1312,699,1138,604,2126,301,262,222,1265,664,1172,244,4687,565,447,825,548,3203,349,2833,457,535,409,228,348,417,930,206,3030,332,295,352,159,1142,374,2375,737,2675,1029,720,521,570,2243,549,1348,424
67,578,432,193,1069,620,251,480,994,247,578,351,1567,812,602,717,2073,403,481,741,344,1150,581,600,478,705,355,1158,1075,876,632,1147,700,272,197,315,2020,2712,3203,220,402,374,407,524,414,2274,324,431,1296,1357,346,150,472,172,443,1007,299,1488,413,1944,662,267,196,1566,259
68,105,483,273,765,2519,1277,311,1081,879,192,368,347,210,656,205,316,1688,941,600,383,754,154,1400,672,3011,1655,486,1959,669,2682,2078,1974,588,157,404,183,2076,186,666,419,410,211,309,461,917,232,680,709,420,701,272,352,283,372,1990,333,272,248,274,239,598,750,914,1570
69,833,868,372,337,175,1005,942,1138,667,939,457,309,596,312,967,169,1325,211,620,390,4040,332,173,1012,440,405,1697,237,1163,396,327,677,650,218,1046,2826,1113,272,2676,748,584,185,316,452,200,411,882,483,363,231,1362,343,154,1405,383,999,872,457,2592,776,404,895,293,746
70,391,328,1299,724,215,732,265,714,632,341,1943,1108,1893,1257,197,944,265,875,398,712,459,543,998,992,3311,433,1195,559,2361,4457,282,3975,368,589,1164,165,670,311,627,835,1046,195,3173,1379,1588,397,241,558,2972,403,1013,589,439,1128,211,439,697,577,199,637,370,1224,372,1615
71,671,521,443,3360,561,301,352,3318,693,126,793,758,422,846,371,614,944,5359,393,346,334,2664,248,2186,2552,241,2949,439,2277,107,1952,2506,361,312,1766,504,221,187,1427,1802,934,743,520,139,621,537,364,445,515,281,432,1157,729,298,4386,680,181,553,1644,221,108,903,169,2721
72,179,262,1441,227,247,673,190,1026,502,1126,870,450,1521,813,370,261,3044,2053,208,209,1846,1672,377,586,573,454,1601,389,1435,1936,364,239,2704,500,432,907,715,961,3999,1972,759,857,281,259,179,302,2790,367,926,756,492,1265,540,889,441,1017,305,829,585,672,595,1188,925,2840
73,3220,348,831,2228,777,249,676,213,233,1755,688,894,1109,523,2333,143,1093,1476,850,1052,1201,3270,1293,1543,270,1611,2454,469,860,255,267,1362,297,333,390,2865,252,911,289,451,974,575,678,1131,592,698,305,211,2741,211,970,606,432,298,249,830,1691,2926,242,293,523,2564,328,341
74,155,2817,536,1537,1316,1254,2722,610,655,399,415,213,428,304,656,398,409,2022,675,1268,607,291,279,530,677,2749,621,923,1060,184,688,3455,1134,202,327,281,979,549,1246,148,461,155,548,278,455,293,258,3975,922,592,624,278,798,4368,911,217,424,299,1949,224,328,2303,657,222
75,526,374,569,193,759,385,322,333,151,220,236,1730,1712,1258,205,811,757,2236,304,660,430,2760,229,718,966,520,1269,275,504,419,296,704,1100,950,591,1913,491,1363,574,363,2065,1917,813,232,546,965,330,325,558,645,392,347,487,242,574,3084,2609,1072,925,816,408,457,693,563
76,451,578,709,621,854,1016,218,239,1270,324,3318,211,259,2920,1029,226,1740,933,4233,1748,220,2210,803,940,496,2304,4024,1022,805,401,231,678,569,2397,259,284,583,450,218,122,1651,437,956,1228,729,112,209,496,360,1634,622,523,664,257,275,1489,2082,166,478,724,1513,167,1062,277
77,585,1413,300,231,799,487,2086,2668,3421,771,2222,433,3345,910,353,1265,980,394,813,806,221,520,236,807,910,3004,1951,449,550,564,941,403,108,482,794,810,515,316,1485,867,1015,151,408,162,1016,154,778,651,731,150,495,308,405,1026,428,586,677,306,524,227,3214,898,1663,335
78,2997,206,283,673,754,1624,1282,466,200,326,2027,259,375,1327,223,2104,1078,2203,370,748,2124,119,424,424,1386,310,451,175,338,2215,219,1534,388,182,1012,1326,1608,2368,130,898,1365,291,1557,251,2634,198,1229,255,1306,654,472,1192,973,1693,1368,676,262,1094,388,2411,1307,712,937,1901
79,761,995,1822,393,284,2830,265,997,337,332,3146,263,884,310,1588,2343,205,196,940,769,398,819,394,1481,1987,258,1148,3158,715,750,521,466,256,1759,530,1543,498,242,307,550,847,789,1553,684,546,313,211,916,760,213,321,1494,1717,1087,-1075,2946,354,1821,1446,2138,690,564,1048,485
80,280,263,249,307,2145,212,287,3752,420,2301,703,356,254,957,2317,1238,2718,1666,419,619,310,733,216,335,235,269,608,2193,322,112,1068,811,3219,238,1176,320,301,183,393,336,1145,3277,2101,181,275,703,887,792,3180,1962,1796,939,1824,641,815,2072,796,1674,1006,1785,373,422,2050,1723
81,285,3936,558,1434,357,277,396,984,346,667,748,1685,747,408,881,3265,1113,738,318,1134,357,224,848,1042,1501,280,805,2978,209,780,443,2653,516,1508,451,322,3066,238,445,1229,491,161,835,642,235,542,379,1700,736,426,154,2678,1501,728,2089,82,2830,1135,280,533,229,270,544,3324
82,800,1808,2742,913,1181,199,559,231,363,428,255,702,310,239,363,332,2470,2831,139,1870,557,288,633,2667,269,1370,277,808,892,274,257,280,661,4035,362,234,513,1514,196,1681,166,3558,1618,2052,2065,1412,741,332,563,3413,127,172,1347,232,424,304,2813,437,496,233,489,383,201,1249
83,1682,208,669,435,370,225,1942,2381,464,278,331,904,298,332,353,260,472,626,926,293,383,1560,1270,1393,2282,166,138,1593,392,315,618,1477,352,625,389,858,1017,334,1408,571,160,223,1714,638,340,1910,459,264,993,581,2210,397,324,172,268,705,3160,378,385,731,399,282,253,2046
84,512,567,2100,564,1135,486,912,660,2439,361,477,776,153,461,591,430,508,334,219,1457,1162,1840,687,210,851,889,262,312,2887,894,1342,1897,797,371,1210,353,713,417,1698,780,324,188,543,282,292,225,789,340,557,474,1551,288,995,1016,321,2196,1690,296,518,763,994,262,173,2158
85,194,996,263,3443,840,1302,451,771,526,166,847,1609,474,730,557,679,240,658,1013,243,639,104,482,592,717,243,3225,431,535,805,204,361,488,360,580,509,746,367,2199,788,1757,256,542,2435,797,3442,213,716,711,1895,1722,2707,506,648,586,427,507,534,588,261,2245,937,1829,524
86,674,603,226,1198,1534,669,434,775,394,1017,3473,213,1736,527,276,978,325,1570,546,691,259,232,619,2965,178,211,171,442,1990,501,2633,145,1113,1760,266,520,607,623,842,1875,2073,525,488,712,504,2032,683,206,562,508,1729,256,494,905,114,558,693,605,262,739,273,468,1042,237
87,2064,468,489,658,680,2021,249,502,523,165,592,3432,257,389,418,385,608,181,1095,741,680,327,351,911,377,586,700,307,1542,162,258,422,297,614,657,426,170,274,1071,820,367,572,680,150,263,400,739,166,370,228,223,1429,754,1528,1515,219,2087,213,352,420,851,455,1061,922
88,531,847,661,1982,1217,650,712,280,715,1588,124,1822,1539,263,386,992,1381,792,385,402,232,292,175,339,272,633,187,1632,478,511,412,4134,276,1888,897,1056,212,969,450,776,688,1274,1724,2134,1000,229,445,2095,748,1964,945,3921,939,357,354,1749,609,1356,2601,1097,626,649,522,827
89,466,303,787,1668,493,1478,290,1233,2331,793,223,532,231,782,944,3096,431,258,4156,2222,1237,479,414,493,782,3559,375,1500,539,430,1704,258,1149,3947,588,198,621,2625,245,378,1026,1252,1280,698,1146,1544,1250,813,1312,1389,1963,241,374,470,807,610,1839,1523,503,642,189,1234,2879,869
90,362,1250,165,353,341,1533,1665,948,1124,844,756,884,492,204,501,2626,818,309,815,452,786,290,2538,251,167,391,683,2053,213,452,441,768,1793,823,201,300,253,980,515,362,374,469,613,576,346,842,451,563,267,2462,737,1168,436,1507,330,485,273,2243,1147,249,325,345,399,785
91,402,143,516,128,234,590,877,654,485,2035,2242,509,2726,732,808,457,813,218,1075,845,3211,179,1573,1986,559,2027,469,463,458,306,366,437,1248,572,1975,739,653,108,584,191,1695,2604,279,2909,678,221,155,807,1044,373,3803,191,944,1642,328,450,2262,2379,337,887,1508,229,187,179
