0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
577,335,495,575,363,305,680,438,427,349,895,325,488,275,488,344
928,795,570,1269,811,1138,590,771,765,1223,673,3699,1147,1009,680,432
657,869,600,956,484,496,976,977,477,738,575,977,726,937,540,2517
1047,948,1080,762,426,878,487,512,428,527,605,675,922,411,615,418
959,995,647,1295,437,745,309,631,730,4399,1198,711,698,786,1830,510
1145,409,434,670,1780,936,2097,1317,383,621,490,1222,497,724,441,759
444,1913,1628,624,1494,992,611,1201,765,885,649,914,590,1140,615,631
474,696,763,610,735,686,1365,1391,997,864,729,624,555,1912,675,845
329,482,467,825,983,1035,625,482,951,725,554,364,1368,324,622,1040
485,540,366,266,389,385,573,655,662,642,909,481,504,438,704,404
1019,715,1345,1359,2579,442,1179,3729,887,2725,1066,871,568,1108,1020,466
846,579,588,878,524,613,1576,574,556,1809,985,760,374,1192,737,351
585,451,768,520,855,358,502,2074,747,615,515,357,732,650,915,956
629,399,605,646,441,1678,2907,439,792,609,544,512,658,517,998,2037
503,460,510,831,577,602,1573,424,446,270,224,515,452,514,634,535
625,308,436,2360,528,629,453,1434,1609,573,1278,901,900,881,1301,2221
613,784,393,443,567,916,1035,1788,532,483,243,344,335,1677,606,450
1002,880,360,1047,732,957,1416,912,1310,1568,647,590,776,701,1019,811
769,478,811,497,602,1018,394,522,696,314,905,423,1364,303,757,480
1710,904,873,392,719,342,917,943,402,398,826,281,493,222,281,379
1849,802,3858,2214,781,641,2494,796,621,672,871,482,1229,337,2025,609
