0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1680,2704,1305,922,1096,1571,2989,1574,2752,2238,724,1920,3901,1693,1264,2326
2213,1403,3423,3309,2334,1247,2002,934,3316,5502,1527,10949,3895,2060,1113,2176
1544,2347,2871,3354,1546,1306,2421,2706,1355,3669,1708,2970,3680,3384,1140,1950
1308,2198,1365,1858,2355,2396,2017,1928,932,2287,3614,1652,2284,3684,2065,3185
1957,7497,2622,1186,1913,3174,2714,4350,3211,1898,3744,4213,6020,2995,1220,2387
3243,1645,964,1950,3560,3651,2793,3361,2947,1878,8622,2385,2254,1401,2550,6312
1341,1646,11558,1575,1510,1166,12407,1531,2079,4742,9781,3722,5751,3621,967,1413
2081,5399,1525,3033,2456,4994,6566,1906,1413,4385,2937,1002,2202,1554,4278,2404
1882,1384,1414,3420,2019,2217,2461,1803,1641,4293,3520,1304,2681,1888,5660,2594
2608,1009,1779,1598,888,1742,1492,6528,2394,1942,2696,1848,2550,1896,4500,3079
1031,1921,3487,1737,1404,2175,3118,4405,2645,5359,3504,2723,2953,3774,4315,2040
2089,1189,2960,10427,4939,3306,3310,1214,1658,4670,1919,2357,1158,3504,4031,6748
2965,7329,4871,1713,5827,5229,2266,2417,2511,2661,1049,1854,2019,2455,4377,1977
1954,2012,2364,1779,3810,2190,5196,1418,1073,1258,3859,2654,1937,2558,10021,2187
4130,2904,2251,1669,1618,2096,2462,4179,3767,3222,3753,4491,6883,1831,8588,2846
1704,1703,6717,2050,5492,3445,3298,5009,1676,5050,2800,7219,2544,3771,1060,2545
1073,3543,1702,1934,5856,4925,2314,2333,2281,4397,3396,4009,6722,2542,2172,1597
1903,1266,1930,1927,1690,1587,4604,1733,3192,4760,2414,4518,2691,1698,2034,1773
2661,7038,2536,6923,2903,2789,4346,1037,10101,2629,3901,2211,1467,9514,1988,2354
12886,1982,1667,1133,1525,1777,1164,1024,714,991,1850,1424,1830,3177,3558,1619
3084,1396,1257,2031,1668,3447,3710,1461,3142,2358,4516,2553,2685,1680,3865,3186
2414,1969,1964,2965,1849,1693,3814,2383,2140,2206,6062,3411,4291,7598,8199,2751
7288,6352,2967,1373,2441,1665,2332,1551,2917,1851,7935,2873,1153,1811,9014,3475
4486,4370,5957,15555,1359,1364,1014,3692,2308,4662,1076,2810,2019,5198,3111,2237
1052,1369,3558,2356,7742,3789,5689,1849,3930,2559,1371,2089,9465,3540,2489,5987
1609,1524,1335,2196,1140,1106,1829,1850,1793,3304,2227,2333,1452,4294,2212,1478
3440,5533,3364,5711,2145,1579,2562,1938,3633,2227,2542,1105,1839,4211,3409,1888
1699,6495,2579,4089,5625,4055,2698,3115,2086,3013,2959,11980,7287,1250,3525,3614
2179,1233,1554,2038,1448,2631,13151,3223,1632,3385,659,5015,5566,3702,2901,8107
2414,3367,2031,1935,2591,1535,3863,2545,4720,19099,3204,1179,1293,2334,2523,1690
1648,2262,2977,2798,3751,3520,3274,5916,6973,1905,5852,28848,2098,5736,5327,6032
6063,2838,3192,2090,1749,8432,2356,4126,1968,2954,2600,2385,3788,1920,2206,4523
2889,1046,2549,2963,1807,4127,2321,1139,3724,2366,2828,1515,3481,6294,2502,4100
2062,1208,1201,2153,1508,3443,2228,3317,1185,3195,1756,2631,12712,2813,3238,3635
2618,3558,2201,1247,3435,1556,4606,1148,2090,10078,3186,2089,976,1429,2987,1525
1031,960,2356,2120,2070,3354,1608,1179,2047,1480,903,2374,2077,1279,848,1180
2455,1277,4091,1357,1292,972,1268,2941,1615,7217,1599,2242,1559,6969,2473,3204
2784,4459,1644,2837,3169,1066,3080,2521,6050,2428,1501,1873,5976,1332,6208,1370
2686,1627,3833,1855,2926,4416,2186,2582,2431,3155,3124,6125,2133,1819,2518,1799
9187,2177,5909,1804,1625,3377,8821,3672,2096,825,13305,2532,2859,3432,2121,2339
2777,3016,2474,3388,3256,2191,3062,3317,5115,6818,1909,1620,3279,4283,5390,2340
2399,12874,1778,1124,2983,2903,1864,4211,2565,2458,3078,6089,8455,1972,4250,4280
2088,1894,4984,1354,1915,1171,4765,3706,5264,1980,1515,3602,5357,2136,2283,2824
5417,4344,3974,4126,1582,2741,1451,1570,2843,2663,3891,5553,1315,3421,1190,2741
2257,4210,1695,5527,2846,7832,18413,4727,1447,1272,2070,2081,694,4873,5112,4272
1966,2028,2732,6023,3637,1682,4522,1656,952,1157,2549,7319,1377,3025,5457,1671
4446,1557,2106,7539,2340,4664,4521,4219,2442,5900,4167,2308,1763,2460,2163,3304
3684,5082,1299,7763,16474,1246,3449,1549,8745,3550,1912,6419,1558,4953,2908,1177
1127,2487,3398,7727,3071,1317,2805,3779,2588,2111,11402,2526,2357,4699,1394,1525
3875,2316,5150,1649,2062,9377,2455,2570,4793,16996,2167,3841,2675,2018,4837,10155
2478,1218,1631,4843,2090,1276,5436,4313,2352,1887,3720,15413,1856,5036,3927,2221
2766,3488,1926,1228,6571,1195,1605,2823,3646,1095,1397,1598,5915,1764,2549,20805
853,3986,1570,2921,5150,3779,5564,1151,2912,5700,2152,2605,2701,3513,2623,8423
3210,2363,4704,3469,1788,1212,1412,2144,1251,3923,5013,2416,3161,2455,3100,950
3330,3199,1187,3024,3002,1923,2470,2397,2494,1578,2661,2006,3603,2072,2164,1687
9354,1901,1621,5766,2018,1667,4144,1934,2045,1337,2997,6242,1386,1601,1581,3936
2519,2313,1608,8585,1806,1351,3533,1344,2146,1807,2897,4610,5209,3584,1839,2700
2579,3271,13728,1670,1376,3603,2717,2686,2529,3031,3084,17086,6249,2883,2851,2149
1714,1788,5285,5060,7388,2892,2157,2071,1218,2239,3001,2334,4728,2795,2221,5420
1744,789,2127,974,954,2177,2199,2158,2045,1195,2362,1768,2795,3346,1971,2268
2813,2538,3074,5096,4999,1883,3186,3295,2377,5822,2142,5548,2015,1758,1980,5900
2272,1719,1272,1948,3042,2262,3501,3122,4894,2250,2007,1387,1294,1898,1778,2306
6482,2374,4416,6378,8183,1803,2369,6327,1929,5248,6821,3218,1576,7524,1633,6099
1919,5234,3287,1109,6824,5820,6210,3400,1601,1657,1976,8545,2238,3743,3543,3967
2957,1095,3406,2064,1976,2295,20156,5820,2327,2624,1437,1651,2090,2953,3568,4361
1522,1512,898,1958,2185,3309,807,879,1111,842,2337,1975,583,1455,831,983
7758,3056,2761,2553,2224,2983,4733,1847,3062,1370,5217,2650,1750,992,10787,2147
2185,1162,2536,6868,1837,3429,2014,2138,26899,1787,3679,3600,1352,2363,1520,16430
2563,1433,1594,2250,1585,1360,2485,1544,3271,1842,2159,1396,3276,1523,1818,1873
1154,3865,5135,1316,2400,1715,3632,3908,1852,2964,3602,2007,8636,8215,1896,4236
2724,1655,1854,2459,14347,967,2308,973,1753,1099,2606,1731,1194,1415,2150,3085
2384,2181,4342,5386,5364,1720,10157,1333,2818,3239,1899,4854,3344,7015,4793,1844
859,8412,1176,2048,2035,3949,2904,1774,10001,7312,2803,3046,1416,6798,2400,1640
1805,1504,2274,1927,1875,1998,2072,1523,1337,1509,1332,2890,1548,2288,1278,3138
4265,3236,1561,2766,4455,3440,1369,6757,4046,1503,2418,3891,2366,1754,4943,2274
1747,6149,4948,5153,4906,1187,1038,2801,2503,1303,3011,2103,1776,1552,1461,1536
3697,5012,2137,2530,3060,3470,2356,1847,2764,2056,5186,2493,3931,2790,3984,1572
7885,1652,1151,6182,3398,1391,1587,5613,1194,2031,3234,1977,3055,1620,1923,2216
2324,1732,4343,3267,3588,3091,1693,2205,2437,1067,1004,2237,2117,2858,2236,1634
2497,1015,2087,3436,3672,1107,2023,12471,1726,2767,3662,3808,1935,3045,946,2716
2304,1166,4405,2924,2454,2085,3737,1741,2943,1431,2656,3554,1645,2464,1183,1560
2688,5413,1423,815,1220,5326,6265,3282,2429,2305,2200,3590,1195,2123,1620,2342
4793,5523,2935,1525,1613,7380,2151,2556,2386,3805,2883,2803,5374,1746,2775,2424
1549,1581,955,3718,1263,1606,5595,1822,1573,1756,1075,1217,1460,1860,1301,1053
1900,2915,5477,1917,1207,1976,2270,3903,3640,2051,1530,1525,982,4282,1474,1618
2131,6980,1424,2611,1238,2398,2548,3850,2900,1236,1769,4535,4084,2838,9809,5350
1537,1708,1886,4803,4247,16846,1922,1635,3998,2732,2022,1109,2368,3082,4261,1630
5044,1886,1291,2920,3554,1832,1388,764,1489,2846,3141,4079,1164,3816,1898,4423
3607,1777,4377,3157,1612,2332,1915,1612,1661,2167,1006,1562,2151,2125,1870,1426
3018,1811,1829,6644,2218,1506,2006,1232,2619,2836,1319,2780,7254,2444,3377,2002
6899,2492,1522,2811,1609,1548,3506,2425,4024,1392,2548,3701,6048,1676,2493,6743
4451,1551,2182,1138,2438,1252,7301,1026,2843,1199,3098,3031,1468,1550,1577,4655
1134,2375,1627,4529,3040,2355,5842,1739,2399,2883,2989,2331,874,2147,2932,2186
2883,1752,2003,1896,3122,2241,851,2900,1358,1432,2682,1922,2164,2630,4658,1195
3281,5593,2923,2416,5121,1379,1445,2910,1316,2139,1383,4682,4524,2566,2402,2635
868,1732,1019,969,2096,974,1998,1649,1484,1468,10621,2298,2595,2930,1716,1689
2707,1146,1875,5985,1851,1966,2993,2178,1595,3443,3551,1723,1101,10520,2756,2473
2240,1500,1264,3397,2592,2402,2744,1817,1799,4253,882,3237,2548,2161,2596,2171
3700,3471,6457,1994,2442,3007,3084,2740,1339,2061,1497,1610,1540,1147,1276,1715
2016,1516,905,1178,2371,1407,3402,1836,2720,2041,1340,2686,2345,2005,4242,2328
7858,5292,13829,3074,6299,3475,3457,3482,2944,3126,1536,4763,3469,2214,4097,6641
1554,1769,2535,2683,2013,2546,1413,1575,1877,3232,2125,1169,2078,5058,1996,2938
2051,1029,1931,935,2180,1655,1401,2171,4548,1909,2096,2057,2683,1849,1242,1562
2216,3813,1221,3214,7941,1170,1992,2101,2947,4262,1757,1186,2540,5596,4436,2537
2998,5825,2548,3075,2419,1728,3468,3116,3099,3390,1790,2377,1486,2215,10697,3070
5902,3384,5231,2042,2627,3277,2133,1726,6998,962,3462,11146,12286,5621,4533,1222
2895,1196,3419,2080,3238,3497,4729,3219,8070,3398,4725,8145,2636,1785,4961,10392
866,2920,1651,5629,1991,1275,1962,1150,2964,1794,1690,4976,3588,2541,4750,4365
1911,8489,2056,2181,2429,2399,3747,3604,2156,1033,2112,2176,3332,1457,1050,3111
3273,2083,3169,1000,2680,2548,15001,1061,2471,29137,2631,8365,1689,4211,2677,1600
1740,3546,5473,1988,3586,3705,1866,1212,5607,3753,2091,2017,4463,2765,3322,1314
3479,3150,3380,5238,4558,6177,1497,2988,3037,2799,1537,2428,1396,1774,2404,7308
2904,3430,13271,2577,5152,2056,29430,2062,2523,3163,3377,1633,1271,950,1500,1777
1948,1933,8408,3094,938,2243,975,2429,940,1863,1676,2152,3572,2319,3846,1858
1903,1341,1522,10231,1389,1274,3017,4237,5285,6451,2221,1218,2318,2824,4334,1537
1609,2122,3544,1927,1547,2146,947,6669,4845,2464,2607,1813,2336,3132,3355,2743
2937,3142,1842,3934,5414,2762,2050,1740,1786,1765,1946,1782,1590,3304,1068,2835
1964,1789,5118,1620,1626,824,1244,1721,9785,1215,2165,1385,1655,2848,3447,3071
9367,2141,1696,3322,1469,10606,10171,5320,7879,8895,4898,3296,3020,1616,2874,3100
2361,1484,1765,2190,1780,1671,1449,928,2821,2723,1987,1588,3941,2268,2186,2563
2180,2918,3261,4062,2113,1103,6015,2288,1458,3634,2156,1917,1915,2667,2351,2041
2711,2914,1711,2770,2336,1796,2328,2729,3183,3144,3990,5080,3628,1900,1686,1464
12091,10299,2834,3298,2773,1052,7639,2983,1942,5380,3014,2183,940,982,1205,1810
6837,2439,2308,5853,3970,2377,4877,1511,1188,2197,2403,1996,1467,1680,3479,4098
2329,1100,2290,920,2269,3839,3027,830,1963,1455,1696,2425,1660,1253,1859,1348
13387,1430,1489,3348,3577,1575,1137,2573,2052,15285,1290,1392,1519,1281,1723,3964
2975,1535,3332,1650,1033,5505,10662,1897,758,4213,3580,772,2816,5247,6814,1499
1560,2506,2959,4372,1429,6051,3238,1499,3107,2590,4824,1355,2280,3830,2157,13752
4470,4354,2935,4652,3341,10366,8406,1840,6084,2822,2160,7814,2889,1696,4723,6349
1556,2066,10003,3690,2790,1262,2270,1819,4342,1116,2003,3929,2496,9209,2532,2574
754,2938,3998,1292,4243,2618,3420,1764,1477,3543,1351,1911,4651,1689,4641,3793
1914,5277,2119,3380,2158,1440,9481,6291,2253,1223,1084,2079,1335,3494,8869,3037
2107,6665,2676,1660,1443,1742,1240,1602,4659,1280,4806,2398,1684,1353,2255,5239
16460,3433,3079,4165,2134,1876,1912,1613,2766,3223,2471,1749,1954,2094,6498,2319
1095,975,2273,1144,5775,1140,5804,1591,2046,1347,5836,1303,2183,2199,1127,1448
2638,1864,1025,1985,1115,3390,1816,925,1128,2175,4437,1624,2677,2332,4906,6062
2551,2936,2220,2813,1921,2748,2295,2023,1726,2642,4082,1686,1343,1754,3274,2079
1634,1328,986,749,1905,5551,2186,2787,986,873,1074,1888,1892,2381,1019,2391
2024,2867,1858,2983,5872,2121,5334,6462,3942,3845,2321,1368,11485,4125,3165,9517
1446,5463,2462,2644,4694,1389,5401,1518,1525,5564,2176,12089,1294,1573,1996,2972
4093,1090,2728,2665,2086,3772,1479,4958,1810,6443,2543,3132,1698,1627,1971,2224
2800,1325,2039,1365,1553,1877,4055,31711,1482,2224,1917,1339,1609,1829,4059,1434
8170,2941,2384,3307,4632,4282,2430,2368,6382,3938,2122,2853,3581,1021,4297,9440
5014,4537,1781,2238,1178,2077,10707,1865,8341,4051,1841,1975,19548,2963,4382,3480
2748,3234,980,1846,1686,2390,1290,3603,3573,13367,2052,782,4612,6120,6625,2838
1851,1854,4945,1453,2783,2538,2534,1959,3701,1530,1246,2201,1031,2723,1802,6700
6160,1705,1825,7095,1489,6000,2528,971,3463,4924,7386,5282,4000,4803,3848,1424
9884,9414,5366,2130,4309,1222,2543,1428,4417,2095,5026,2336,1348,1160,2318,896
8203,2093,2264,1472,1164,1951,1622,2125,3002,3528,8444,4231,3610,2137,3354,3169
2359,2239,2967,3556,4278,3952,1878,1053,1469,6664,3190,1664,27165,2395,1914,2926
2758,2325,1933,2411,3846,1301,5592,2625,1141,2823,4276,4240,2461,2186,3542,4428
4422,2533,2058,3423,2633,3472,3565,1255,2330,2833,2652,1711,1657,6023,1850,2249
2087,3449,5363,1187,8557,2976,2423,4169,1276,1462,3876,1628,1597,4025,3183,2956
2103,1424,4808,908,3388,2371,6111,1141,1148,5369,3391,3339,2188,753,2799,2499
1442,1631,2065,8312,3226,9171,2261,867,716,1200,7537,2325,1869,3396,1517,1998
2132,1065,2271,1779,1585,7199,3081,1207,880,1815,1559,4385,1515,2045,1695,2659
6629,1691,4143,1818,2129,2521,2069,2705,2115,2157,4454,1779,3655,1965,3030,3208
2351,1866,1551,2722,3427,2506,1126,2840,2200,2864,3143,2375,996,3351,1359,1428
2008,882,1878,2320,2669,777,5624,1229,1960,2577,5591,1555,1470,3562,2055,2110
10271,1286,1862,2156,975,2157,2789,1406,7036,1330,6329,4324,2157,2702,2567,2626
1663,2417,5236,1458,1072,1513,928,2957,1700,3202,3562,2769,5486,12992,5877,2607
1516,5884,4555,2264,1368,3284,4596,1902,2648,2636,1580,1671,3184,1917,2619,4282
7366,2117,2120,2513,11416,3788,1575,7889,3519,2098,7476,1870,5492,3852,6576,2571
2853,5985,3480,2755,1150,4193,1238,2931,1140,3054,1751,3468,4066,1369,908,1974
1600,2384,1535,1919,1767,526,2082,1116,801,2833,3901,11569,1670,1732,2018,1587
1627,3938,2305,5238,2893,2762,3902,1176,2642,5552,2744,3138,4143,1658,1013,2831
1351,4436,7921,2730,2528,4890,1279,4643,4996,2985,8768,1099,2730,950,971,2892
2050,2229,1635,2021,3103,2884,2148,1033,4091,1424,2053,1449,3843,1151,2706,3252
2088,2119,4589,1725,2313,3316,2459,5686,2463,1403,3073,2677,6907,2100,6555,3000
1510,3063,1983,2470,885,1276,2493,4571,1314,2252,4056,2184,2066,1452,2211,3473
1186,3758,2557,3534,7439,1871,3970,2851,2847,6384,1842,10357,1618,2241,1529,1912
2794,2229,1942,6048,1785,1211,4450,2775,3130,2314,2092,1415,2044,981,1681,995
7522,2562,2141,3021,3256,2185,5621,3569,4482,9041,2974,2260,2056,2577,6957,1932
2467,2298,3432,1933,2627,4301,5586,2969,3079,1571,5865,1679,2356,2708,795,7873
1344,2308,1562,1811,1442,9699,1373,2600,1829,1588,1475,9623,5148,3120,1589,1809
2953,2408,3075,2677,2556,5367,1982,1781,8292,1861,3935,2342,4305,2589,2700,4115
1734,1349,3258,1057,1074,2905,1221,5889,2705,2172,3606,2061,5118,1889,1502,1335
4205,2576,3805,2613,1780,3199,2442,2897,1961,1163,7303,7438,3513,3567,2847,3318
3867,6025,3611,14999,2628,4331,1594,2963,2065,1629,15138,1466,4117,2327,2870,2378
4799,3245,1235,2942,2531,2036,1023,4525,2073,1886,4526,2451,1399,3118,1736,3154
1631,6125,2920,3631,2255,845,2419,4944,1576,1343,2075,2244,4348,1522,10800,1507
1294,1488,3429,3567,993,2323,2025,2501,1781,2094,3754,3018,3655,1665,2276,2218
2871,1892,1624,1595,810,1928,1983,2485,3009,1986,7671,5565,2526,2745,10493,3360
1570,1600,4775,1858,3881,2306,4278,5240,1018,23369,1417,1286,4955,3986,1307,2121
3060,1608,1870,5181,1884,2406,5436,2779,2753,7092,3119,2113,1760,1467,13608,2096
1512,3496,5656,2040,3463,2063,1626,6628,2112,2565,2203,5961,1486,1638,2043,3131
2183,1205,5939,7795,3003,2621,2005,1993,2930,1432,3728,1875,7815,2722,3057,2080
1962,2074,8009,2761,2008,1988,2093,1891,1510,4541,1397,1305,2915,1640,2115,1381
1266,7548,6509,7264,9799,2968,3477,1830,930,2311,3744,1301,2022,2405,2126,6816
2685,1990,1900,2008,2327,1800,2801,1045,3104,3050,1346,4730,2056,1586,4465,1389
2104,3054,3817,1493,2425,1850,1347,873,2668,2480,1940,2199,5253,2743,943,3109
6668,1987,3722,4248,1156,6384,3533,3306,2767,863,1348,7639,9568,2397,3376,6731
3203,1400,2461,3923,3019,1355,1309,1820,2244,2479,3633,2725,5210,3270,2734,5347
1107,3546,978,4356,1237,1992,9820,1555,2639,2442,1992,3012,4869,6151,3330,2633
7352,1857,5030,4568,1758,1725,2184,5728,1933,942,2455,2104,2185,2127,1593,5698
2989,3208,2294,2504,2216,2315,2798,3101,1510,2109,1343,1717,1591,3971,1639,2769
1257,1899,1328,1156,1572,3103,1236,2191,1334,1217,4254,3882,2305,1365,1126,1930
1096,1984,3324,1241,1704,2172,2014,3644,3676,5788,3194,3970,1636,1138,4733,2984
3512,2438,2065,1802,1488,3896,1528,2057,1966,2179,3048,2207,1496,1663,1267,2254
8706,1486,1470,3325,5615,3356,2576,3119,4219,1941,4111,1678,5521,1982,3021,6340
1919,2100,2368,3711,1199,1930,1588,3348,5196,3481,2036,3149,4417,2164,1747,4655
5387,2111,4019,2926,3842,1768,2857,2441,955,2160,1826,12066,1146,2317,2049,3022
5192,2863,4358,1256,3256,1824,1401,2836,8503,1812,2222,3970,2087,1871,2888,3800
1980,2127,1801,5008,4768,2153,6108,1189,3996,1371,1835,5072,2587,1411,2845,1091
3710,1890,2735,3921,840,1978,3903,2733,3065,2118,3892,1493,3178,2795,3356,5762
4654,1103,5194,2411,5921,2566,2605,7726,1707,2666,1819,1631,2463,3301,4194,2208
1617,4519,2072,3867,4347,8086,2545,6600,942,4227,2140,2547,1506,2183,2375,5010
6049,2491,2150,6744,2736,1291,2767,1016,6912,1312,11425,2594,2869,3491,1807,2052
2123,2818,1190,3212,1540,7431,5232,1601,3159,3005,7325,10626,1784,1795,1803,1496
1393,3015,4283,1334,3520,1243,1364,4550,1758,1623,1152,2785,2480,3718,7061,2652
1396,1295,1620,1536,2437,1391,3102,2815,2977,1010,1690,2386,2632,2901,1872,2682
1096,4840,4016,2213,1934,1520,2661,3664,3593,3598,2058,1541,1911,2287,1117,2448
4149,1092,791,3674,1930,683,1093,4211,3033,1324,3437,689,1988,2566,3394,1146
3380,2723,3714,3875,1170,2202,2176,2547,2903,2152,2026,3666,1163,1996,3184,15770
2249,13472,2463,2169,3917,1163,1426,1589,3147,1178,4419,2298,6479,6754,3131,3196
2438,4472,1971,5007,1661,3105,1430,2644,2148,2736,1549,3404,4902,2258,2666,2362
2436,5237,791,3185,1251,10407,1105,5003,2920,2750,3634,3378,884,2501,2702,1145
2944,3061,1239,2175,1819,3502,1192,2246,2198,10500,2228,1441,2143,2515,3613,2152
3070,1415,1612,1092,3267,7327,3397,3679,3189,1671,2341,846,1663,2256,1032,2223
7585,3762,5125,3430,3011,4232,3775,1542,1960,7424,1497,2130,1437,5186,6560,4013
2490,984,2939,2073,3373,4116,2314,2421,1776,1866,1796,2061,2376,2943,1546,1492
3078,2042,4166,2018,3491,10445,5196,2371,3861,2358,1169,2345,3921,1744,7919,2354
2886,2984,3902,6735,3846,2994,1702,1299,4248,2168,2741,2110,2149,4018,3532,3465
4579,2182,6215,4344,1915,4448,4773,3600,7523,3426,5059,4744,2437,4102,1502,5791
7966,2259,2154,2152,5943,2545,2613,2498,3813,1377,1952,1022,2604,2150,1573,4636
805,2006,5545,1578,1047,2666,1213,1958,3535,3723,4967,1984,3257,825,2416,1596
6351,3730,2037,1369,3344,2557,3573,2002,1456,1985,2463,4466,3134,1268,1634,4554
14199,1369,2896,4145,1821,3341,2577,3229,3190,2199,2490,3806,2877,3856,1643,1749
1617,5344,4217,3713,2418,1460,1665,2932,739,4712,1871,2072,4117,2339,1487,1274
1090,1422,3619,2183,1126,2777,2728,2357,3048,1415,8156,2753,1599,1265,3253,3313
2127,5952,2449,2939,15854,2113,2442,1179,7971,5046,2413,1495,1543,2254,1375,2087
5205,3479,3062,1102,3941,1783,1595,1647,3840,1872,2286,3008,2071,2562,1548,1886
2143,1667,773,2864,1346,6575,1719,2052,890,1254,1139,1984,1781,1583,909,997
7829,1604,2720,1597,2252,931,5301,1818,4628,7701,2992,3282,2258,1112,2905,2576
3441,917,2033,2027,1599,2770,5017,4785,2144,2130,3481,1981,7749,4156,1841,2520
2016,1385,854,1524,2703,2100,2344,3418,3789,4055,1274,1484,3837,1836,2216,5666
1612,1938,3760,1987,2225,2615,2270,1120,1864,3494,8744,2218,1069,8089,3301,7518
1311,1761,4040,1017,4325,1641,3097,5993,1102,2522,3264,1236,2837,2924,2623,3312
2196,2572,5917,2249,2311,2143,3442,2736,3517,2613,3877,1540,1182,2755,2722,2129
1762,1230,2480,3770,2504,1089,1610,4686,10106,1620,2388,1811,6872,3364,4379,3814
1995,2376,2156,1918,9245,2024,4400,1467,2126,1578,3839,3229,5123,2129,3659,1326
2016,1210,1073,3579,2605,3535,1064,3276,1222,2122,2377,1689,1115,902,2166,4003
2288,2883,3394,16571,7412,961,3971,2462,2765,11220,1547,2474,1935,3468,2786,2360
2540,1980,1174,1929,3339,2732,4242,2851,1421,1802,2352,1781,1604,1953,3702,3237
2504,1879,4673,1899,2146,1273,1907,1413,1846,2776,1585,1477,1596,3659,4847,1987
2218,5534,1960,1238,4250,9847,2577,11303,1957,2194,2840,3162,2879,2256,3039,1905
2234,1071,2219,2309,2486,1373,2968,1031,1009,1655,2671,2363,2104,2670,4120,3544
986,1938,1424,2161,1068,1450,2317,1239,3539,3983,4249,8402,4665,2745,994,4450
1758,2948,6319,1825,1744,2757,1210,3418,1673,16579,2080,2770,3170,4596,2354,2358
3149,1940,1938,2065,6930,3758,2401,802,6851,2507,2010,6982,2187,5872,2242,1826
908,2481,1991,1768,2791,1868,3586,3966,6649,1249,1100,6031,2614,844,1408,2885
1336,3059,3778,1756,3291,3675,2161,1516,1755,2848,2633,5594,3478,3563,1291,2303
1508,3426,2148,3400,2532,2736,1412,5263,1949,3207,2649,5048,4404,3624,715,5521
4764,6851,2480,2019,1374,1464,2987,1712,3969,5695,6169,1427,2663,2983,2414,2055
1788,11267,6766,2519,2563,2131,3488,3240,1677,1390,2367,8163,1407,7127,5940,3566
1584,973,1062,2064,1620,1743,2447,3071,1462,3061,1688,2138,3302,737,920,2121
1601,1248,3970,2687,1427,2604,5412,1745,2373,1537,3003,2391,3517,4576,1259,3997
2598,5794,1978,1182,7354,1885,5715,2015,2933,4397,1925,2942,1250,2055,8669,1760
5975,8245,5681,1665,1949,1862,2549,4439,2792,2921,2084,1694,3783,2599,3436,1589
1093,2499,956,5153,2275,1357,2278,8712,1629,1346,4228,2076,3064,2765,5829,3811
4197,3113,1667,999,1722,1264,2018,3270,3781,6634,2251,2809,2310,1722,2578,4542
2749,2316,1866,1171,1351,1504,2394,5683,1343,1388,4777,1282,1427,2765,2218,2337
4629,2049,5828,3457,3175,5979,2163,2187,1704,2066,3483,3302,2875,2130,7879,2051
9679,13663,2145,4215,1496,1244,5993,2071,5529,2856,1071,2467,5241,1427,2557,1381
1441,3209,4072,2402,1059,1360,3570,3187,1586,2780,1745,1424,3587,2436,3040,2573
2350,4347,2302,24571,4156,4632,1826,3298,2627,1938,5073,839,11070,7667,2035,2059
2342,1412,1294,1980,5502,1447,1669,3312,2575,2387,3556,1132,1781,1742,1980,2918
