,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
22,7,51,65,18,9,6,319,636,1,83,9,6,4,3,16,59,69,15,176,6,440,8,18,25,2,18,5,8,1,19,17,49,3,4,39,19,10,50,15,14,9,6,35,197,24,25,18,16,3,4,197,37,6,2,2,5,10,1948,2,6,18,2,8,2
23,5,9,3,11,8,2,0,4,4,5,4,18,6,5,4,5,6,7,6,1,43,9,43,30,25,4,7,2,6,1061,10,0,16,7,2,6,106,8,38,11,8,24,16,2,2,3,26,13,12,2,126,288,8,2,4,3,25,54,2,70,7,612,10,2
24,31,22,31,16,562,17,8,3,3,5,554,12,0,10,3,23,3,2,5,8,5,9,3,1,63,22,29,10,3,10,21,41,23,0,30,10,80,19,24,18,47,102,2,27,51,15,41,8,80,23,13,8,5,12,2,15,4,4,1,3,10,15,68,1
25,18,10,10,9,3,48,172,7,4,15,6,6,7,8,23,3,8,9,1,110,8,9,19,23,3,6,10,10,1,22,1,68,2,8,3,6,9,18,7,13,29,539,24,10,11,10,3,29,10,3,6,10,7,71,96,2,12,25,26,7,5,20,2,2
26,27,24,18,24,0,49,6,21,0,287,70,1,52,30,45,9,13,13,11,3,1,21,8,18,151,19,112,5,1,2,10,2559,3,10,363,12,17,7,21,19,5,7,20,10,6,3,6,6,8,21,2,12,6,45,25,25,65,3,10,12,1028,85,4,114
27,4,4,43,11,62,13,10,4,39,8,79,30,11,6,27,54,9,2,15,2,8,137,2,8,14,7,1,125,5,2,183,5,2,1,8,7,13,3,14,0,86,7,2,5,42,6,7,11,3,2,25,17,8,28,5,6,348,670,13,14,5,11,16,3
28,6,21,46,2,30,184,25,18,27,7,5,64,719,3,0,1,111,14,5,344,11,9,49,10,22,18,6,1,12,10,13,6,3,41,234,4,10,10,5,5,0,2,121,208,321,18,19,5,26,21,4,8,0,3,20,4,6,4,9,7,3,9,17,14
29,2,2,14,4,5,9,6,366,18,24,7,5,311,4,3,10,12,2,19,1,18,8,11,33,26,6,72,5,24,13,4,4,18,10,36,13,5,13,8,6,4,11,3,4,4,2,5,5,8,6,12,9,3,29,50,16,7,46,15,30,8,37,30,4
30,20,57,20,1,72,15,174,13,55,4,6,7,2,5,5,10,6,7,22,19,6,48,5,7,4,3,100,6,2,6,10,44,46,10,23,21,0,8,8,6,49,14,4,27,10,10,10,7,3,3,13,1,48,54,2,7,11,5,6,95,8,35,11,1
31,3,20,5,6,3,12,10,20,7,2,2,3,17,443,17,5,4,21,13,62,15,6,38,187,1620,29,12,5,3,4,5,4,69,10,228,12,5,164,10,3,3,64,8,10,16,307,6,9,8,2694,0,10,1,6,1,12,9,21,10,21,9,29,2330,109
32,15,29,7,6,45,2,0,6,37,5,27,24,216,13,5,8,6,68,7,5,12,2,3,3,3,3,35,5,4,3,10,15,205,62,3,1668,1,34,22,4,8,15,12,6,3,10,6,4,10,5,16,82,6,258,16,7,7,11,23,13,12,21,5,3
33,15,4,8,13,1,9,11,33,14,3,1,2,226,0,6,79,7,1,523,3,16,45,62,40,9,6,7,8,26,3,2,58,11,12,3,16,23,10,9,108,4,1279,4,1,7,13,4,9,11,76,6,10,437,41,18,2,15,6,11,60,6,11,2,3
34,2,4,6,46,4,25,6,5,11,6,24,28,4,75,9,26,38,7,9,29,4,3,7,67,8,44,16,6,3,6,216,9,25,27,23,4,9,9,44,40,12,3,40,11,7,2,9,4,63,8,1,296,5,22,44,5,4,16,30,21,5,10,76,1
35,6,71,25,4,24,3,1,14,4,387,3,12,2,11,3,3,14,8,10,901,2,19,10,1,6,5,1,15,6,22,5,22,3,9,1,25,22,2,1,8,65,3,17,9,10,7,12,165,2,923,5,11,58,10,18,13,1,8,5,10,14,1,12,5
36,5,42,24,5,1,12,1,354,2,7,9,49,5,1,47,22,30,2,4,465,4,8,8,56,47,5,5,7,9,3,4,2,4,4,5,3,4,5,2,7,19,2,6,22,2,0,7,29,8,2,6,6,6,124,18,7,7,111,10,2,39,6,15,15
37,7,15,4,26,3,10,6,8,6,2,6,7,5,8,4,0,3,12,1,5,5,12,4,18,5,6,8,4,36,11,28,13,9,6,0,4,7,53,155,9,10,20,13,36,6,15,4,2,13,8,29,13,340,3,16,6,0,5,2,4,16,7,20,14
38,10,12,4,6,29,91,19,9,3,7,23,2,2137,460,15,5,5,7,5,78,3,34,11,2,2,3,8,3,0,76,364,6,103,82,9,11,13,23,19,8,2,10,10,80,5,175,18,34,338,16,10,38,6,6,12,10,3,15,26,27,5,68,7,3
39,50,43,293,11,13,2,0,7,56,26,9,1,5,3,1,13,4,9,2,9,13,13,35,14,18,16,28,6,46,17,84,17,9,23,24,9,8,15,3,14,18,11,113,7,7,3,3,8,20,4,16,6,51,4,14,26,6,7,8,15,10,14,48,10
40,6,108,19,9,4,11,27,4,9,1,22,18,6,33,26,3,13,3,15,29,4,5,8,3,4,137,89,8,6,3,4,7,16,30,5,3,9,265,13,6,5,7,12,24,52,455,58,7,16,29,24,14,91,2,39,3,4,37,4,48,34,10,17,23
41,5,2,4,3,16,22,4,27,14,30,4,8,11,62,8,4,5,12,9,36,15,7,1,5,300,33,3,29,8,5,7,5,10,9,2866,24,19,3,3,26,24,12,26,15,43,38,2,11,719,14,48,11,0,9,3,44,24,7,1,2,19,6,31,3
42,8,3,10,39,35,7,16,0,275,1,8,0,2,4,672,18,126,105,16,1016,4,6,6,6,7,129,15,6,22,17,4,1,4,2,11,9,6,38,2,1,19,9,9,0,87,40,11,12,119,12,6,16,5,95,4,29,84,19,8,9,5,18,22,5
43,27,12,31,37,2,33,6,3,5,7,4,5,9,4,1,3,2,6,2,6,342,42,13,5,303,4,49,5,8,11,2,20,1,1,146,5,19,9,1,17,6,2,3,62,30,64,1,6,10,3,25,19,9,10,12,15,9,6,29,11,10,19,2854,401
44,13,7,213,9,10,11,158,4,210,19,2,12,7,2,2,2,5,8,63,1,68,93,2,1,140,40,4,5,125,32,21,5,40,3,21,8,37,9,65,4,8,14,49,4,10,133,5,3,0,7,16,19,6,4,22,13,9,12,13,81,2,2,14,6
45,5,37,3,209,64,4,65,3,4,6,22,21,12,0,176,2,5,13,5,6,7,20,6,24,9,2,404,1,3,59,386,9,17,3,2,5,258,7,2,11,1349,2,2,5,2,5,9,7,23,12,12,6,5,387,60,37,5,17,4,49,303,86,4,3
46,5,1,5,10,148,7,10,13,15,14,3,6,56,5,37,7,13,12,1,35,4,17,4,2,85,22,1184,17,4,1696,7,8,7,2,3,7,97,41,73,6,77,14,2559,36,16,6,17,15,3,130,22,817,42,27,13,14,38,9,1,8,15,19,7,13
47,25,7,76,115,2,10,55,58,27,25,5,56,6,8,12,31,18,3,38,2,2,3,22,15,7,7,6,48,9,7,18,2,5,6,17,13,13,12,2,6,9,87,40,22,11,6,30,8,13,4,12,11,7,2,30,6,8,10,1,9,3,4,18,12
48,52,27,14,10,9,4,5,46,62,471,31,4,358,21,7,318,7,14,11,6,60,9,83,28,8,155,0,108,3,7,8,3,7,5,6,11,16,5,16,2,2,19,6,50,6,6,1,20,5,6,33,23,9,4,0,44,7,7,0,16,7,43,5,1
49,4,3,29,6,10,8,9,4,2,13,4,78,3,13,1,3,24,11,7,10,5,2,8,31,24,6,12,11,4,29,7,7,7,12,13,6,11,3,30,6,7,111,3,3,7,7,5,3,5,19,67,8,222,0,7,7,6,15,3,92,4,47,2,7
50,13,11,4,5,14,4,3,29,11,59,216,14,12,342,11,28,4,7,9,18,40,22,10,8,9,2,7,4,10,8,0,6,32,8,4,19,35,10,10,18,3,1,5,8,19,1092,3,14,34,17,22,6,54,173,3,37,57,146,798,1,5,7,43,14
51,870,7,3,29,6,3,30,11,4,48,88,6,9,53,13,53,10,24,19,5,11,9,6,364,10,20,25,17,78,88,1,45,25,4,8,7,6,8,23,3,11,20,8,37,19,5,6,3,3,6,10,4,40,5,6,3,1,104,5,5,19,2,1,7
52,0,17,97,2,78,13,20,42,2,12,28,11,5,18,5,39,138,6,27,12,7,0,6,12,73,5,6,2,2,23,5,113,20,10,6,7,7,9,3,25,1643,5,14,122,70,13,8,105,18,35,11,30,3,9,2,510,19,37,5,6,4,5,10,19
53,105,31,9,12,11,93,11,5,3,5,30,11,7,24,11,49,103,7,1,2,33,8,1,5,3,10,2940,5,10,296,5,42,98,76,9,2,37,242,6,2,41,33,27,12,3,3,6,8,23,14,6,7,54,4,13,2,61,1,4,5,5,1,3,5
54,14,47,106,7,7,14,31,18,2,17,46,27,141,7,5,4,4,6,6,5,5,19,22,18,2,91,28,2,2,167,41,305,13,14,7,4,5,50,283,17,12,4,9,14,17,10,111,4,7,16,12,4,7,18,2,4,47,8,10,3,15,15,35,31
55,788,47,3,1,18,74,15,2,161,1,119,6,870,179,4,31,75,12,16,3,21,304,3,4,11,37,8,1,6,2,25,9,14,164,25,4,406,3,9,1707,4,17,5,7,4,5,16,5,65,9,70,2,58,5,8,11,3,36,3,175,649,1,18,7
56,7,12,6,4,1,7,8,19,8,5,4,7,25,22,26,11,334,3,291,4,44,29,12,4,10,9,15,4,0,2,4,5,11,14,8,406,15,42,9,77,3,1,7,23,60,13,14,7,15,11,4,29,8,117,429,27,8,19,476,17,53,16,6,14
57,3,1,18,5,8,3,1809,2,7,9,9,3,56,1276,70,6,14,6,7,10,3,3,12,15,3,9,13,75,977,1917,19,9,7,6,11,27,8,149,1,86,6,7,8,66,6,4,99,6,8,13,86,64,1572,3,114,4,2,22,44,16,49,6,3,18
58,14,5,10,3,5,9,11,3,6,7,8,42,5,7,139,7,10,5,19,5,34,19,28,164,9,42,13,9,56,5,4,17,18,42,2,23,19,5,81,27,6,5,0,5,5,24,6,9,7,28,6,5,18,6,3,3,4,15,25,5,7,616,188,10
59,44,8,10,3,4,26,8,6,8,2,18,17,10,58,7,5,15,3,5,4,217,4,2,146,11,6,9,19,3,59,221,55,305,15,1,92,1,37,20,32,60,7,6,14,10,20,34,726,2,263,4,3,9,2,4,5,9,19,4,56,81,5,184,9
60,2,8,2,40,1207,12,4,16,25,2,1757,21,4,150,4,10,23,10,12,10,8,3079,8,22,4,32,103,2,4,4,8,1,8,4,5,20,5,14,3,4,18,2,1310,7,7,14,23,3,24,4,9,1,14,8,5,2,52,3,18,33,4,45,7,16
61,4,1,23,13,248,7,306,4,6,18,26,7,9,7,18,7,10,60,8,6,16,5,2,7,5,7,32,8,2,7,16,35,4,16,156,5,56,9,10,6,16,11,3,10,3,3,105,2539,5,13,42,11,14,22,14,6,9,13,9,6,6,8,11,11
62,6,8,124,18,12,133,4,9,9,4,4,36,13,15,11,2,48,13,2509,6,4,19,1,9,28,9,10,12,30,41,26,14,2,12,5,6,10,21,6,310,13,26,405,139,28,12,4,16,5,1796,1,1356,8,3,14,5,5,5,4,97,5,20,2102,7
63,5,10,36,6,19,3,7,2,14,5,2,3,9,352,11,0,2,3,48,9,6,8,5,2,5,11,18,5,12,3,17,286,5,19,43,6,5,7,58,29,19,15,3,1,373,8,22,9,61,5,110,13,16,20,14,29,27,3,7,12,1,5,44,4
64,4,8,0,19,5,6,3,7,3,3,9,18,1,84,13,8,28,35,29,9,15,10,36,21,25,6,38,6,1884,7,136,11,5,23,24,29,14,32,18,1,7,4,20,12,10,50,6,32,32,8,2,1,344,3,21,20,14,11,10,230,10,35,138,10
65,4,11,83,15,14,16,50,5,2,9,1,4,8,11,3,173,38,178,6,21,31,5,20,9,15,5,160,33,19,77,5,20,1237,17,5,1,9,14,6,0,40,16,10,3,4,70,2,64,6,3,28,0,10,3,6,7,2,20,5,7,507,238,3,3076
66,28,3,1,864,16,3,18,13,3,1441,21,11,15,18,7,5,83,4,126,29,4,63,35,3,2,5,18,2,5,5,9,4,9,57,14,24,4,12,9,12,10,119,14,4,2860,12,1,18,25,58,13,310,2,4,3,8,2,2,618,6,2,43,36,2
67,36,4,8,11,3,18,18,5,5,4,44,3,6,6,33,2,4,5,65,383,27,22,1,1232,0,101,5,8,55,801,120,6,4,6,8,19,5,22,1638,3,14,11,5,3,6,38,18,289,13,35,6,15,26,2,1,37,7,85,10,3,4,5,273,3
68,2,2,13,3,5,5,10,9,36,16,5,11,62,12,9,1,14,70,7,6,12,12,10,22,5,9,12,606,14,96,20,18,30,2,13,157,15,4,599,10,6,6,4,4,13,12,3,3,50,9,2,14,8,119,11,5,6,20,4,5,7,57,10,11
69,21,16,3,2,3,3,11,6,5,51,13,28,16,4,37,1,61,29,7,26,56,7,12,1,8,19,242,74,7,6,13,2,14,2,21,16,1352,9,0,11,4,53,5,8,1539,19,1,7,11,15,8,8,6,1,14,14,18,15,8,7,32,39,4,9
70,10,31,9,11,13,6,37,7,5,36,38,16,1,14,399,1,10,84,8,7,4,226,5,54,4,30,23,4,25,7,6,3,22,13,8,211,13,50,2,12,3,23,6,130,18,4,6,139,5,129,7,2,4,14,9,5,8,7,33,9,12,12,16,6
71,86,2965,202,30,2,156,3,6,7,256,38,68,4,28,2,4,40,12,12,4,20,37,3,2481,2,22,128,1173,7,4,10,36,38,77,18,50,7,16,4,13,70,8,3,6,16,1,6,208,6,6,14,21,1,154,3,8,15,173,39,4,6,11,251,22
72,5,12,10,6,6,2,19,2,160,1796,185,4,2,448,1,6,18,15,9,4,22,7,12,279,10,21,9,1,55,14,4,23,2,10,2,2,11,9,5,5,8,74,45,7,14,10,9,2,93,9,16,16,15,74,5,10,30,7,444,72,11,11,2,6
73,7,4,104,16,7,4,30,4,5,5,5,10,8,24,12,41,9,53,1,9,5,10,4,12,6,23,40,7,5,8,11,27,9,8,248,44,4,21,2361,39,7,15,37,6,114,181,8,12,69,63,31,19,8,26,6,20,8,45,10,40,47,3,11,6
74,8,7,14,14,4,17,25,3,3,1,5,2,421,22,2,26,31,6,9,567,21,9,4,13,2680,6,146,2,1,4,10,512,87,8,18,2,5,8,5,2,32,2,7,682,7,5,31,11,10,6,13,5,7,25,16,4,20,233,15,5,5,4,9,27
75,3,4,4,2,33,4,4,19,4,29,2,9,1,93,6,3,11,5,22,29,225,243,2,32,47,2,0,1,1,113,3,39,33,1128,13,6,8,3,9,6,18,18,1,859,19,12,2,256,10,19,9,2,9,7,14,56,23,2,7,5,5,21,2,4
76,2,2,17,509,17,4,8,3,9,4,6,50,6,1,85,2185,29,11,20,23,3,5,6,17,91,21,318,16,13,24,4,30,4,6,2,13,3,18,8,6,11,26,4,47,9,6,5,6,69,1,7,10,9,14,19,320,26,13,1825,5,9,14,8,24
77,73,181,8,10,5,50,11,53,12,542,3,6,21,27,17,34,6,10,2,163,21,6,45,42,48,153,6,2,36,10,2,3,8,28,20,20,8,21,6,27,25,16,3,24,5,3,11,4,9,15,9,1,4,23,49,32,36,2,3,33,41,4,3,17
78,2,26,41,9,159,4,41,676,9,2,4,64,5,6,5,33,35,1857,68,31,1,40,5,5,8,32,12,6,5,99,5,34,3,2,5,7,3,7,19,17,2,11,10,45,12,5,8,11,1,7,10,9,3,6,3,18,14,13,9,22,16,7,9,22
79,204,1,66,5,3,5,1621,0,8,11,10,86,15,6,1,2,15,76,6,11,113,3,10,12,5,7,19,9,3,629,1,12,6,777,11,32,159,61,22,8,0,128,13,5,29,6,23,5,1021,44,7,1046,5,10,242,8,4,9,163,82,13,5,7,15
80,6,6,8,1,11,33,21,4,14,9,7,91,3,3,42,4,6,22,7,2,5,10,17,43,85,2,13,15,8,7,1715,4,10,13,3,3,70,34,8,3,5,7,7,9,4,11,3,13,5,6,1,0,3,5,8,145,3,12,18,6,164,374,5,15
81,4,4,118,48,9,25,18,11,14,13,10,30,10,14,13,6,48,4,8,14,9,7,119,6,81,6,6,8,8,3,7,7,3,3,19,45,1,26,7,66,4,5,7,5,9,9,7,1,7,6,274,4,50,15,1359,1987,3,215,3,2,11,15,3,17
82,10,0,9,4,7,137,1090,7,12,8,7,47,3,6,24,3,5,8,2,1,29,76,6,4,23,17,5,35,11,26,4,292,4,4,8,77,11,11,4,4,5,134,6,15,3,2,295,19,29,1,6,5,8,11,11,2,15,3,6,1,32,6,1,1
83,49,118,43,5,16,4,49,15,76,4,11,13,4,9,7,9,6,3,2,21,13,7,5,7,4,5,7,6,3,83,20,5,14,13,8,5,9,10,2,4,9,13,137,1,26,2,7,8,21,7,12,24,6,7,45,170,2,25,5,6,0,2,9,14
84,2,7,2,0,8,9,8,17,7,56,19,74,5,7,146,22,4,5,19,338,1,2,7,2,4,41,23,25,2,79,62,5,18,24,7,6,3,13,25,3,14,5,28,74,45,10,3,166,2,5,10,10,446,17,12,10,2,4,797,250,44,23,4,6
85,8,2,146,141,4,3,66,8,6,19,13,1,15,211,5,19,10,18,1152,1683,8,14,3,33,2,6,14,4,6,8,5,34,93,8,180,4,2,64,9,18,3,8,2,9,3,119,11,4,11,9,397,1,54,49,8,17,12,74,40,61,27,45,11,9
86,3,142,17,5,11,4,668,37,237,8,5,8,25,216,5,88,13,3,49,33,8,7,70,107,1,2,6,17,1,8,15,4,9,7,16,17,16,12,10,73,6,12,27,12,326,204,5,10,12,1,17,17,11,518,5,19,109,5,21,44,39,37,42,9
87,3,2579,8,3,5,6,7,8,2,4,6,3,20,0,17,339,3,6,56,73,4,50,384,11,4,14,3,11,6,20,5,3,12,133,4,3,1761,25,3,50,79,53,14,2,11,8,12,4,13,16,11,14,2,15,20,12,15,0,16,4,2,5,5,2
88,5,35,22,20,93,3,24,53,21,31,234,3,509,5,4,103,15,68,2,1,7,5,12,352,12,237,128,6,10,3,7,21,12,173,63,23,12,4,6,8,5,4,4,2,8,9,142,2,6,21,7,9,5,3,9,11,4,8,55,217,7,7,121,201
89,3,207,418,9,6,7,2305,2,18,8,1352,308,42,5,6,3,11,14,5,402,45,23,4,4,41,7,11,25,17,2,5,2,3,14,9,6,87,129,46,99,17,6,27,9,5,53,10,9,178,9,590,20,4,22,6,6,55,6,20,8,2,17,3,10
90,2,2,7,6,15,200,235,2,9,3,65,39,15,2,3,13,1,9,37,13,15,13,60,175,53,7,7,8,10,134,1,9,2,209,9,3,8,5,18,7,26,3,5,14,16,11,20,16,37,4,4,10,8,11,33,10,10,1,29,22,6,30,4,9
91,2,16,8,5,7,5,10,11,2,56,15,95,10,4,2,13,26,4,10,34,84,61,8,219,9,7,2,10,16,15,8,6,6,52,4,8,19,7,3,96,8,14,19,3,12,202,10,52,26,2,14,7,22,6,1840,21,8,10,7,8,888,12,3,62
92,4,17,14,25,29,5,3,32,10,10,46,9,6,37,18,7,49,18,24,136,8,1,16,33,6,10,18,5,26,64,2,3,2,13,5,7,6,8,4,7,6,14,11,27,49,9,16,8,5,5,8,5,7,5,15,5,17,20,19,9,4,8,3,3
93,16,37,45,4,1205,3,6,4,36,27,13,3,2,5,23,4,7,9,1,6,303,7,14,4,12,14,1,7,14,36,8,17,21,5,14,13,7,14,934,7,36,20,4,12,4,7,5,1,3,21,6,2,38,18,5,4,77,18,13,5,18,6,10,4
94,16,720,1,60,2,5,37,11,35,46,389,161,13,25,12,3,3,1744,4,95,16,8,1,5,15,46,4,16,6,11,33,3,15,7,2,4,8,9,3,2,20,5,30,118,10,6,18,10,10,15,36,17,13,13,2,59,7,6,231,5,10,15,8,12
95,4,8,2,11,11,15,5,23,8,20,140,6,2,25,6,6,34,11,11,1,32,11,15,2,1111,2,18,2,29,14,9,6,1,14,5,22,8,6,3,15,4,8,11,32,3,154,52,7,451,15,5,8,7,36,21,2,38,4,96,4,2,2,31,12
96,5,20,211,5,6,9,3,18,22,83,13,1625,2,7,62,18,6,8,5,9,5,11,1027,4,44,23,76,2,33,8,304,9,2,51,37,10,11,21,111,19,31,8,25,444,12,7,8,3,23,24,44,69,240,41,7,1,7,24,44,4,15,19,10,615
97,5,2,17,38,13,8,8,6,26,1,6,6,3,1,31,14,78,11,4,2,58,26,8,19,691,24,117,4,6,10,3,12,1,30,7,9,31,3,534,22,3,6,5,11,7,16,12,7,1,12,8,5,7,47,172,114,5,4,30,4,10,109,1,308
98,12,428,5,43,31,6,5,319,11,7,5,7,8,29,306,7,12,2,11,138,5,18,7,1112,3,0,3,6,3,467,6,125,4,147,7,16,16,5,9,30,7,37,3,22,9,3,26,31,15,14,2,9,7,23,94,1,5,63,14,4,11,14,5,0
99,6,171,10,816,47,8,19,14,5,5,1560,4,4,7,7,16,1,19,1,6,23,8,11,2,9,502,8,983,10,7,2,10,34,7,17,315,28,11,21,16,557,5,3,31,27,8,8,3,167,14,522,37,224,2,7,10,19,31,4,3,15,107,3,18
100,7,15,5,74,10,7,8,12,16,1,5,50,14,2,8,27,4,5,4,2,19,0,5,33,47,11,4,14,7,6,307,7,13,1,6,6,9,5,112,69,13,0,57,11,7,66,4,644,72,1,16,8,0,742,1314,5,7,2,8,25,216,2,14,29
101,4,39,54,6,8,9,49,1,6,6,3381,69,3,3,6,7,27,34,2,13,45,2,1,19,8,6,5,6,53,10,64,10,9,2,595,25,10,4,19,6,31,25,1,69,1,22,39,7,8,455,21,8,3,3,3,27,15,10,71,7,53,2729,45,3
102,11,3,1,5,378,3,4,6,15,16,6,39,4,0,5,12,5,50,4,26,4,8,9,2,27,3,10,10,106,3,408,6,10,14,6,5,15,3,23,1,28,9,8,275,56,30,19,7,13,17,2,2,21,37,12,5,5,15,4,98,41,4,3,1
103,86,1,15,6,2,11,313,71,646,3,11,2,4,9,1936,144,14,155,17,1,404,6,14,4,74,103,4,3,3,8,3,15,22,3,73,11,2,14,9,6,14,3,10,2,138,4,171,10,67,18,12,24,67,38,22,5,37,11,3,306,10,89,7,669
104,18,8,4,6,3,69,2414,86,4,18,4,4,9,32,2,28,16,3,15,3,97,8,17,10,3,6,6,7,5,40,3,17,2,10,6,2,1,14,477,1,2,7,14,11,23,7,2,7,181,167,5,14,4,7,11,86,21,8,10,9,2,3,23,362
