0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3044,659,1146,1969,1073,802,1015,850,1890,1430,2757,2206,1656,1860,1212,4215
1178,14514,8149,774,1173,950,3695,2202,1896,3566,2370,3270,3339,661,2087,2258
2801,1090,1078,5004,2703,3326,1414,1521,3893,1992,899,4456,1787,1001,2383,1748
1608,13973,3196,8749,1218,1111,869,4689,1711,1596,1434,734,1157,3137,3044,1019
3126,1111,1681,2190,777,1529,1148,1516,2775,1010,753,505,2196,1338,912,1332
3335,2213,752,1275,1609,889,954,1825,2834,2249,2574,4049,812,3958,2834,1534
924,1776,3826,1667,5653,1783,3719,2745,2320,1416,1142,557,2301,2885,2070,1542
2798,554,3205,1443,2856,1579,670,2561,904,1982,1700,1548,642,1243,1588,3307
2014,981,1280,2621,1823,1453,799,4876,552,2014,1835,932,1224,5621,1078,991
6262,1952,1167,1572,849,11632,1991,837,5327,2544,2655,1536,3845,3126,999,1274
1253,1836,1563,2838,2416,966,1024,3134,1324,2630,2334,1284,1405,1357,1483,1451
1284,2995,2210,7046,3504,2138,956,1542,2494,867,921,736,585,5374,1806,1216
882,852,10090,2113,1515,4657,2804,1053,4990,2570,1004,2506,2244,816,1177,1433
3069,661,764,1795,1215,1319,2465,1509,1173,817,1302,776,1573,1695,1933,2439
1233,2145,1760,1661,2291,1020,3743,2626,2521,1145,2025,705,1148,1251,1126,2254
1639,1067,731,3274,3046,1766,2128,1341,2264,1156,3323,826,3801,1455,3864,2088
2150,2133,1351,1338,842,7601,7422,1546,816,1872,1135,672,2470,1478,906,1380
1023,8478,2246,2270,833,1831,3488,602,4926,1711,1062,1310,1698,2351,956,2217
1024,2797,984,1827,3747,1493,808,782,622,3286,901,3569,2954,975,952,885
1230,844,2916,669,1704,2299,1141,1129,1890,1262,8143,1855,1349,2170,1574,1836
1571,1087,2878,2136,2233,2471,640,2138,2502,566,1925,1087,1053,1659,1409,2100
1205,923,2553,2050,1468,758,1189,1370,2597,1035,932,2006,619,3304,2857,2203
5529,2869,1997,1624,1955,2509,1771,1712,2697,8748,5157,5223,5321,2104,928,1922
2163,1293,1134,1303,910,1347,611,1130,855,936,811,902,578,774,985,1691
803,1956,2026,639,3900,2350,2228,1201,938,917,1302,2531,3690,4967,2165,872
1349,611,1221,7469,3623,1017,2831,2357,2650,1306,1068,1649,1975,968,957,1269
1869,780,2890,877,1844,2021,1669,767,1581,929,2406,1703,1598,1552,2210,1643
5514,1733,6966,2176,3267,1498,1541,1976,2477,18211,2071,2717,1467,2663,2289,1808
6966,2088,721,634,1452,4075,1634,2211,1495,11690,2494,5875,3540,1133,1686,2173
2601,1018,761,3349,1479,998,1149,847,1034,1732,2336,1563,1912,2342,2060,3473
1629,3802,1462,2697,1588,2965,1989,2819,1369,2084,901,2089,4029,1269,3479,1361
1706,758,3670,1231,1940,1792,992,3396,1368,938,901,8377,958,1700,1967,1116
976,2484,1314,5133,1131,910,914,1056,2462,4558,1323,3804,1905,565,1753,3606
2209,870,1194,3112,3495,1561,1599,1011,3004,1047,909,921,2240,1362,697,2354
1909,2283,1637,1297,1225,4807,1399,1034,1757,795,981,1388,1758,1123,3870,1820
1312,1047,1977,1664,1338,1757,1496,1229,1145,1900,1310,11826,1817,3116,1495,684
2561,1500,863,2049,2007,9098,879,709,1268,1114,1637,1128,958,571,1590,1652
1875,4136,757,1098,1248,1167,2519,939,1733,572,854,3219,1321,6550,940,1603
3285,1243,3518,1340,3063,1827,555,565,580,3065,661,829,1448,907,1034,2335
3316,2113,1020,4107,1649,2509,863,1626,3102,1404,2234,1103,921,1097,899,1088
2155,2196,5595,1219,1666,2784,1512,888,1244,1605,1891,2013,2186,8458,3477,1402
2814,1358,1284,883,5871,1322,4379,1870,2189,2451,1722,1678,1661,2689,7986,1632
1520,1306,2384,1167,913,1781,1055,1129,728,2026,3734,1536,2747,1070,3058,1353
1731,1189,1301,3679,1333,1563,2038,3914,1250,2080,943,3036,1166,1248,1844,1396
1021,1458,2360,2063,1869,1778,1404,1775,1146,2891,815,8127,1344,1921,2368,883
1442,1559,1326,1750,1042,1980,1337,901,2774,5886,794,2719,1079,1544,905,1284
1506,703,1124,1612,1513,902,1058,1402,1982,3184,2133,1215,3169,1862,2225,1363
2358,3418,1804,859,3419,3129,1137,4222,852,782,1837,2212,1116,546,2571,2388
1412,1595,1404,6047,3518,2018,1132,1978,1983,1471,1197,1810,1971,1362,2185,10135
1712,2353,2874,2438,804,979,1664,1710,2729,925,1889,2023,1936,1233,854,1061
1455,1057,1057,1232,1191,5368,1018,1135,3435,995,2659,2216,2245,1682,648,1594
6386,1807,4924,6428,1600,3309,1020,2832,6818,1000,2407,7330,1013,1645,1216,3388
1549,1749,819,1132,775,4696,1551,1682,4167,415,1016,5521,1768,1936,1092,2852
876,1212,775,839,456,537,1666,1986,2378,1701,1436,1710,1684,2845,1203,3013
847,2441,1857,1745,1193,2091,1598,4257,1548,1055,905,1114,3565,4785,2280,1355
4977,1070,1921,1861,768,4403,1035,2621,2255,1767,4547,13813,4827,1727,873,2023
3516,1082,1140,1624,417,1554,1749,2660,884,2895,2308,1417,902,1017,1457,1085
1659,768,1535,946,1353,2082,2110,1107,4949,2958,1462,1663,4266,1420,6551,1681
8316,905,4408,1209,975,1165,4252,1955,3183,1856,5290,1341,1613,2233,1241,1118
1254,1398,2255,696,1330,2168,1589,1705,2128,2761,5988,2162,1485,1442,2520,2302
3241,1472,759,904,4050,619,1086,2073,722,2917,1759,1434,2214,1296,1206,4638
2059,1755,2045,1521,1611,1796,1547,1387,2924,1359,2693,1262,860,1923,1150,1627
3875,1216,2156,1373,1886,4490,3385,653,1220,5946,2181,1005,1899,1016,805,689
821,1615,4166,6457,1126,1645,776,2125,1893,5207,1450,854,1731,1220,1562,2202
1024,739,1534,876,750,1345,655,1010,417,3263,647,890,784,555,1176,387
1505,1311,2299,1063,7087,1354,2404,3097,2351,2874,1162,13653,1135,1618,4635,2176
7498,2825,1116,5581,1568,1702,2019,5121,728,1279,1592,1956,8096,1509,1166,1723
1593,3762,1822,1095,1727,1772,2224,852,1267,1440,1294,7527,1746,4041,780,3013
792,2168,1425,987,1061,923,572,972,2102,1074,1508,1332,840,494,1070,913
1409,1270,1248,939,778,1985,1112,793,876,2041,2388,1895,1815,1718,759,576
4670,1539,2421,1721,1669,4994,1359,2658,2091,2037,4126,714,2070,869,2306,2255
751,1665,2635,542,1441,3342,3849,1272,2005,1203,572,1398,8200,1810,776,1475
2088,5893,3320,1723,4936,26259,932,1653,6085,1840,1431,2662,1912,6072,807,1933
1829,751,3073,1379,947,984,2069,654,1378,615,973,978,939,937,2496,1068
1768,1562,1098,3785,2360,728,2032,4319,1656,1616,3807,722,3399,1585,686,1822
777,1430,447,10636,780,1229,2098,912,1848,2982,2452,3597,3319,1886,6032,1080
1272,945,5722,879,763,689,2049,4322,1866,1176,3910,1051,1922,1210,2908,754
6032,1392,1259,985,1021,1330,2788,1171,2796,3674,920,2143,1165,6016,3209,1673
1773,1326,1317,1209,2152,797,1124,726,9476,2401,2712,2330,1473,1460,1982,3812
2328,2969,3113,2129,2252,1734,1307,2626,1575,1212,1003,3479,1302,1516,1200,3212
743,2258,1628,1140,1876,1780,1253,1042,2248,608,3498,1530,819,970,1518,819
1117,898,2390,1096,2330,1489,1211,2948,864,1822,2007,1548,4766,3433,1320,5151
1593,9440,3387,1780,983,867,1535,740,2597,980,921,1633,3834,718,1313,1432
2201,3995,2595,1307,6400,2058,1181,3705,1500,2625,1010,1211,2348,1061,1239,2448
1228,990,1138,4426,1525,1825,2416,1511,2124,4778,1293,2377,1413,2230,1660,3403
4111,757,1068,830,1742,2505,1660,1637,1508,1697,2590,896,887,1002,1315,2641
1031,2090,1457,1133,2467,2448,2868,2447,5307,1082,2138,936,1125,1920,2425,1859
1746,2311,3190,3194,1162,1501,4975,1473,1954,1018,918,2838,1809,1572,1437,783
884,1233,1203,1040,1248,950,1042,6443,742,726,1332,1848,1572,1450,1109,790
975,1069,1058,1417,1963,10911,1183,1744,1979,1144,685,3118,1954,1916,2803,1156
2629,2775,925,3343,2522,2156,4871,865,1923,1292,4640,1065,3747,2426,948,3067
1916,7671,2951,2579,2825,1786,2002,2054,1435,2073,2848,2782,3650,2222,1141,951
916,2384,5334,1804,1374,1337,1599,2014,1391,1390,1727,1459,2827,1727,2416,822
18026,780,2418,3808,1065,520,6029,3419,2378,13378,3045,2829,3641,12782,1972,2129
1162,522,1274,4023,2110,1306,1074,836,1381,2363,564,863,3634,596,1639,1169
1978,1967,903,1614,1802,2528,1662,2010,1845,1549,3602,1181,3127,1600,967,5503
1601,3628,4343,1925,966,2776,2268,1728,2939,2292,5191,1386,1254,2192,1673,2865
760,1107,3622,1592,2223,1300,1377,825,1013,2439,1923,1132,1080,1150,1540,1428
1374,2270,1327,1527,1559,2458,1809,750,877,3060,3409,1498,3095,1169,3122,819
2571,1405,4774,1408,3654,6074,1590,2158,2030,1681,4502,2982,3126,4496,1233,1236
1586,2030,4306,1113,1371,5725,1427,1244,3975,1076,2026,2189,9993,918,2636,1966
1760,2158,2770,902,1729,2068,3173,1054,1738,3243,1551,661,5148,2830,4617,1101
1755,1534,1199,1594,2632,2060,1089,812,1623,1206,1418,1413,1733,2021,1658,1533
1656,1402,1400,1962,1311,971,2039,578,3309,1968,1567,4404,6618,1494,3048,1994
2462,1273,3034,2598,1375,719,1868,1662,902,1025,1266,1558,12150,907,1288,3011
2337,2657,1380,3156,978,1780,1779,939,1763,4051,3808,2838,1493,5207,1856,1053
708,575,794,1053,1170,1644,1187,639,1791,831,756,877,729,999,603,978
2888,732,1095,2809,1903,1265,4067,2016,1301,2442,1497,1650,1404,3926,3529,4949
757,2056,379,857,2113,1350,1366,1884,991,491,2957,1292,2161,1632,3708,1444
1618,1030,1019,1056,2501,2800,734,1374,918,4606,1009,3294,2626,1557,2354,1405
2378,1116,2046,2965,5530,1987,2174,1316,1292,693,882,1212,1162,1089,1364,1303
3313,917,940,890,2381,1174,924,2245,2900,3650,4025,2992,947,1185,624,1715
1718,1999,1548,1232,1683,2757,2584,2083,1298,1332,925,1985,2885,1627,3486,672
1533,3798,5903,894,1450,5544,3078,1511,3128,1690,1825,776,1499,10231,1357,3848
2339,781,3247,1192,549,3829,3962,2024,1120,3956,797,1223,2146,889,1746,2074
1476,1032,715,1123,4259,3174,808,1491,1044,927,1826,11471,1017,785,1234,3127
3065,1485,946,1152,1736,693,1381,6112,1432,1903,2922,1101,1126,930,1156,1417
3702,2246,562,637,919,1870,1286,1114,1222,2299,496,1069,1184,2090,4830,8105
2679,3336,1633,2249,6121,1360,768,1939,2332,1282,644,4421,1171,2768,3182,1840
1837,1378,1189,1273,3032,2459,1105,1411,1095,2403,4182,1671,1285,2412,1706,4937
1568,4473,1479,2070,2104,969,2774,1474,4127,1401,5009,1070,1238,3210,17429,2355
1465,2536,2328,778,2477,614,2298,1848,5826,960,5386,2193,3264,1349,4891,2962
1015,620,307,749,1075,369,1211,291,318,886,590,613,370,748,614,1022
1588,1010,775,2024,1647,1061,1471,918,1416,1217,1318,2623,2955,903,1410,2175
4128,1108,752,1732,1050,785,1449,1141,1158,1135,855,829,915,590,2372,1306
1165,1681,5165,1421,1891,1585,1229,1632,2688,1983,1272,4177,1597,4131,1253,1648
5139,1835,1631,2376,1481,1518,1520,3163,1255,1730,6311,3983,1970,1500,1095,1519
7123,1822,2265,1573,1540,1065,2145,5304,1193,1143,753,2244,1329,2597,823,1252
2184,1830,913,1615,927,1474,1817,1322,2627,1123,689,2064,764,1437,1521,927
2724,2015,707,3055,965,2622,1837,1512,1268,1888,2300,1399,1420,1372,1196,3166
907,1096,2925,5030,1168,1361,1023,810,2259,1139,11667,9643,4034,2027,659,1017
833,1609,722,1089,2202,787,1701,1605,1686,2287,1344,4336,977,3387,1479,1477
1403,1351,2674,2861,2347,383,731,1132,859,1126,5263,941,1125,3621,1775,1727
4049,7057,1460,2019,1633,1887,2570,2509,1626,1780,4923,769,3059,2801,1724,1347
1523,1382,1551,5723,1561,1650,2619,1809,1374,2659,1428,2969,6543,1937,2234,1434
636,3850,1092,1786,3038,5991,1839,2530,1815,2730,2147,1745,2767,3296,811,1235
673,986,1413,1819,1263,4035,1300,1177,1065,2221,915,828,4785,1775,2464,5607
1710,678,997,8371,2411,1035,2558,2354,2537,3301,1078,1039,936,2672,1318,1723
6201,1832,1974,1680,1482,1313,2344,661,1446,1426,2839,1492,1048,1223,1160,3532
904,1799,1021,942,5812,2260,2656,3373,1540,1020,1570,1012,895,914,3908,1435
1946,1352,614,1398,1071,1785,4299,2304,669,1916,1328,1255,1711,1283,1114,1422
1455,915,10020,1660,1311,1240,2424,3194,2445,1679,3752,1365,450,3065,1189,3164
1605,3250,1962,2531,858,1995,2768,1461,1066,1309,1031,984,784,1740,2170,5343
6504,4859,3133,1172,1828,2262,1730,2388,3687,1987,1004,951,952,1305,1835,5354
1327,2769,1224,4442,1802,2671,1663,1656,757,669,1943,763,569,593,2330,1121
1798,1108,3917,2522,1745,958,1290,1539,4181,1256,1899,1407,2053,976,8675,1595
1269,1046,2634,4746,1647,1757,4647,4613,3020,1617,2161,4868,2930,1309,987,10326
1789,1142,659,5255,1706,3301,1313,2453,1262,2059,7730,1825,1093,3318,1331,2857
2061,2671,1640,2284,3382,2132,3088,1637,3581,2264,1454,23247,1131,2331,1331,1850
2234,1886,2523,1160,1197,2662,5476,1821,2507,14311,702,1044,1326,838,2518,2752
1965,2812,1685,451,981,1517,2581,3311,2701,4059,4634,2047,2946,2440,1400,2225
1296,1460,1277,1216,2312,1367,1396,5758,809,1496,2371,1546,1343,1582,1320,739
862,1498,1878,1776,2973,1734,2034,2950,1597,2321,2523,681,2141,789,1174,1625
1050,1287,23438,1932,2754,3527,2470,1732,735,3587,1203,1129,1519,1337,2348,995
1138,1357,1236,3922,1801,2715,2448,2195,2256,1264,3552,2284,3913,2966,6151,3868
2754,2953,5904,833,3632,1410,1041,1562,4509,3285,3009,1787,1188,611,981,3575
1128,2309,2069,1005,483,1145,1339,1788,1509,2073,725,2033,2911,1260,1478,1366
1169,753,735,1418,1452,2096,4519,2021,1331,1913,869,1419,792,3508,1215,1418
493,1461,4263,883,686,848,2173,843,1868,2430,4992,5500,1196,1076,2626,1566
4017,2126,447,1728,853,2531,1644,1376,2064,2698,1458,3489,1568,994,2064,1967
4672,2358,2743,1532,5168,3353,4693,2777,1749,1134,1315,1080,2111,1449,730,1015
1932,1054,1892,1477,3670,4251,1621,4439,1502,1467,3035,2734,1313,1022,3214,648
820,892,1518,935,768,1158,728,2746,1146,1723,1338,894,1018,3708,1913,1064
1941,6984,1653,803,1739,893,1636,2392,5827,1059,10161,945,1375,10230,1429,2035
1063,3961,954,1503,1222,1458,3026,1167,1270,1829,1618,2227,2622,5966,1520,874
2454,1526,1705,753,1401,723,887,1399,1399,1033,1382,1358,1040,1241,791,1514
1987,792,1154,4332,910,1399,732,1396,2493,2148,2643,1638,1032,556,1279,1011
5738,2028,2371,1786,1496,1505,642,2490,1375,997,3203,681,1190,2273,1681,1929
4198,3372,5623,3132,4221,2923,4413,1576,976,1650,2809,1902,2305,7501,1563,1343
1201,4277,620,2332,1530,2380,3839,1559,3301,1216,1662,3345,2662,3818,1681,3820
813,1542,1119,2242,766,500,2733,1168,815,9672,1872,5533,605,2331,4531,1342
2696,741,6922,867,1423,2859,5471,1130,2929,1342,5669,2715,2402,986,1908,5557
1756,854,1098,5215,1168,972,2437,3075,976,1493,2205,2216,1904,1895,2008,1393
1739,2099,11603,2334,1483,2093,1444,1403,7190,4508,6339,1925,1891,1377,1043,733
2404,1166,4464,791,1262,2345,1831,4621,874,630,3575,1447,1762,1368,1640,1170
1068,1793,451,1767,1508,1445,1269,692,3477,981,1741,2245,2972,7460,2847,1487
1450,2746,1386,2561,2028,1877,2975,3345,1557,1939,4157,894,3833,4184,1289,3117
1239,1624,2774,4063,3030,2574,1968,5226,3727,1054,7901,3314,1019,948,679,1161
2119,806,1325,3035,1748,1025,480,1413,2523,1817,2330,2381,1071,1922,1811,767
2027,3384,1914,1005,4646,1701,693,1028,654,925,1243,1282,1068,844,4695,1677
1252,705,2993,635,950,1338,3155,878,2135,2712,2163,1125,2273,1681,1907,1052
1559,1496,1534,1971,2129,1635,1189,3857,2216,1487,1724,2150,1954,1630,1959,1143
908,787,1163,3352,656,1571,709,1133,762,1767,1647,1230,903,1641,1890,944
1418,927,1981,4774,881,1468,1066,1034,4586,2498,2132,1896,1612,1992,2499,1090
1242,1927,1863,1237,2206,2046,2347,2157,1353,2869,1133,1412,5042,1089,2251,1430
1102,1102,583,2266,738,2456,1364,690,649,1108,2445,1070,1003,798,622,3325
1334,1415,553,2111,2032,1984,1171,1961,976,2131,3359,1102,2065,1288,1080,1980
973,1835,665,1364,922,1108,1007,1181,897,1886,816,2557,1430,2412,930,2261
2049,2259,937,1230,2883,3519,977,713,1382,765,918,1729,784,1018,2002,1788
2068,1790,1701,1375,1314,2041,900,1209,1639,665,1309,997,790,653,1784,856
1640,1518,1265,2557,1189,2520,1988,951,731,1451,3980,2333,2472,3006,1437,906
2049,2731,1145,3885,2267,1067,2199,10986,2492,3384,984,3154,3467,2324,1586,4909
1194,896,1513,2237,1428,1490,3837,1879,2711,4201,2157,707,586,1123,1451,893
3139,1443,2723,1842,1306,1612,2774,3784,877,1988,1642,3444,1964,1839,1463,1624
1967,1228,2791,1508,2127,913,459,1482,3699,2048,616,684,1855,1972,1718,2237
1792,543,5747,1343,2092,1431,1924,561,6526,1186,1067,2069,728,797,1109,677
1440,5021,3096,1149,2052,3101,981,2830,4233,1774,1351,1804,5887,2790,2255,2454
1251,45674,2552,1776,6471,1918,975,1695,992,4551,8882,1550,3598,3414,1406,2849
1224,2009,631,2356,1346,1115,854,3064,861,1845,1146,1559,1391,1417,2472,1078
1555,746,1137,789,1167,1159,952,735,1521,795,739,1038,417,935,1232,1523
3487,3265,1307,965,3739,1653,1280,2368,5416,1338,1894,958,814,1444,1078,3803
1147,819,1444,2113,6822,1348,1017,1314,2235,1115,4689,3637,1221,1511,3449,3822
512,1507,6942,756,1180,1705,1640,1951,2049,5819,1405,1148,7052,3542,4835,1886
446,774,1062,676,566,1150,1070,2121,567,565,460,1076,2232,1680,1697,801
4584,1853,675,4395,1638,3700,1186,893,3870,2642,2499,2298,836,2481,984,1046
775,4211,891,1843,1513,1070,990,1264,1660,1762,3119,1742,2960,1079,3717,6791
1800,843,1038,863,1327,772,1365,892,1204,741,1289,5004,1338,1278,1605,1251
1712,822,630,1116,1936,1491,689,1751,1942,4631,681,928,1263,975,1707,806
1402,1326,2685,1095,1078,1541,1486,2942,2021,891,2513,1196,732,1226,1371,1029
1280,3560,2098,15447,12354,2376,3000,1635,2122,2977,4615,3530,5597,1943,1408,1251
3724,1079,1059,1652,1124,1490,3443,2018,881,2270,838,947,961,1279,952,1013
7091,2153,3283,1322,1218,1650,2294,1168,933,1157,1527,3009,4463,2454,1203,1461
1707,1073,2229,1490,1007,1112,2104,1740,1886,687,1022,2246,16557,1163,1930,1969
4116,1565,1325,2271,3264,6821,3622,1059,5357,1193,2055,1187,4127,2384,1388,1364
1789,934,992,2064,1900,1785,1891,1045,3231,1032,1153,2160,821,2054,1784,1041
5100,6350,6898,3889,898,1191,1119,685,831,897,1529,1143,2366,3572,2334,1932
1449,1210,1519,1078,1520,1487,1471,1261,1546,1261,1069,1394,1177,1980,549,1453
2293,2069,2472,5355,1149,2128,1901,2467,701,1380,3321,1101,1294,2664,3862,941
583,1261,1274,1120,14250,747,514,768,1523,1836,1669,1118,621,1429,1723,1337
1847,2410,3580,1917,3027,3998,3075,990,2294,1481,1270,2486,1244,1174,1429,1173
2014,526,1063,2400,3092,4299,1333,1357,1763,2705,527,726,1180,1006,1605,1889
1910,629,722,1368,1697,799,1228,761,801,1281,1651,1006,1502,1591,1054,3970
3022,991,2032,560,1038,741,1623,1714,1203,1730,1806,1369,1844,881,5342,1781
1541,3996,17848,1777,1480,1853,1954,1936,2038,1301,1531,1833,2822,2313,1933,1339
1111,1169,1916,1458,1564,979,1648,1923,1833,1288,3849,1411,1432,1711,1240,891
835,1956,838,3087,4739,1495,1921,1951,3497,1279,1803,1385,911,2378,2012,5188
1855,2518,1315,1517,8902,740,2000,2508,2219,562,956,730,2512,2031,952,952
1278,723,2805,1713,2877,2216,1371,831,1894,933,1556,2027,2329,5317,1258,1552
733,1500,661,902,1440,1117,825,923,2785,2091,1029,1904,2715,938,2355,1562
904,2211,1077,1634,3270,1423,2718,1010,871,2854,765,1565,1617,3391,2745,1147
1547,802,2118,1053,2016,1034,1990,838,1433,1919,3872,1358,1530,1284,1286,6980
1348,1370,3586,2367,1476,1994,862,2259,2166,2654,1357,1149,749,676,4901,4390
1460,1701,3650,3988,2519,930,1340,3144,3122,2192,1243,2366,7021,720,4067,1758
2103,1820,1364,1060,10008,1619,7654,1320,679,1053,1777,4856,1970,6262,2326,2007
1027,1349,819,556,4547,1227,1586,1751,3683,1276,1565,2154,1176,1978,1422,808
1447,1634,2396,1740,617,1299,1771,1206,1524,2063,2630,726,2487,2410,1355,663
756,1631,2255,1396,1634,1488,2745,1060,2293,1014,1086,2302,5898,521,2270,3392
2215,860,987,1402,1486,672,1800,2011,631,748,557,1732,1795,1159,2520,1341
1453,2089,606,1832,2010,1002,1518,1032,1091,2165,2172,506,2610,1303,746,1870
3992,1347,748,2215,1231,1050,2239,1745,1894,998,1157,2140,2752,1687,2129,2262
2556,2043,1244,2902,14360,2290,2241,862,9680,968,2151,1946,3506,1112,1557,697
1708,1708,1320,1885,1929,1063,1052,2526,1567,1082,786,875,759,3421,527,5347
1285,951,2336,1664,1473,3427,1570,705,1304,1592,690,3192,1807,892,1318,1692
2119,2971,1783,1478,1755,1430,1759,805,1437,1549,1744,8524,625,838,1500,600
1271,1290,2785,693,612,1306,1007,1805,3102,2558,2222,1247,2738,1236,1100,912
3051,2799,2188,1751,3298,1192,5110,3210,1728,1171,1082,1114,3286,1711,980,1796
2102,1017,1266,433,695,363,554,6003,807,925,2589,903,1026,2518,727,1348
2012,2183,1318,925,1142,4366,3766,5644,2351,1580,1613,1054,2307,1090,1720,3953
8837,2027,1285,1971,972,1256,1848,3100,2637,1292,1204,3021,1999,1247,1912,959
3153,1389,945,4533,1250,647,2656,1506,1604,1337,652,655,1465,1126,1436,2300
829,2181,1191,3256,1132,4215,894,2420,1314,1226,1298,2180,1722,1751,1121,614
1276,1282,844,867,2189,743,1018,1086,1480,806,793,1282,5083,927,671,2246
645,3977,2099,3252,2647,3079,940,2354,2880,1075,1742,3137,2490,2494,10576,1404
5422,1186,2298,3018,2409,1867,3120,1335,558,2220,1711,1268,777,2516,1927,971
3003,1544,1298,3961,2378,2970,1261,2385,3685,862,875,881,1676,1846,1180,6713
6077,5271,5242,1955,3668,2068,1492,1577,1589,2253,7374,746,2114,2082,3672,1750
