,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
41,24,64,13,19,262,7,10,21,16,12,15,10,11,128,19,6,34,67,11,60,13,111,38,44,21,12,153,21,11,15,156,16,36,21,11,79,39,15,8,10,6,50,14,19,29,44,6,4,9,332,299,85,25,12,11,12,11,43,68,11,1288,13,360,15
42,10,97,240,17,9,41,65,6,29,19,75,1557,11,11,8,24,16,92,16,6,53,14,11,1077,12,13,19,41,74,336,26,1017,45,9,859,15,53,25,80,56,28,60,18,64,21,24,548,71,10,30,16,7,45,60,46,216,30,30,13,17,28,19,48,44
43,27,11,7,47,15,9,143,24,37,62,26,21,8,18,121,14,251,133,8,96,47,11,10,86,97,359,27,20,19,11,30,30,527,34,8,267,52,10,9,638,202,129,5,158,29,23,13,3,14,8,12,302,13,24,24,9,107,24,9,89,12,64,18,140
44,15,473,51,16,29,9,230,24,11,27,12,46,85,15,24,29,58,7,55,5,15,28,93,13,6,47,12,166,31,914,20,26,29,118,6,71,36,8,6,26,67,42,284,13,29,31,59,17,27,22,23,46,61,255,20,21,86,10,241,8,30,14,109,69
45,60,456,24,156,9,103,4,196,7,384,72,28,19,38,22,73,12,16,21,11,95,64,21,35,10,17,5,8,22,18,202,26,80,137,103,556,54,12,49,12,14,5,44,58,2012,19,12,1317,9,28,31,29,15,46,8,18,307,38,120,24,13,16,248,41
46,4,30,58,18,116,155,18,11,20,14,25,7,29,10,56,50,46,748,31,246,50,47,25,46,19,30,73,31,18,88,26,38,29,16,26,92,6,84,51,36,12,21,17,24,26,33,123,20,14,22,11,12,19,15,854,14,27,236,35,14,11,48,69,8
47,41,42,32,14,8,7,40,14,31,77,31,104,11,4,306,50,28,60,26,105,288,20,12,11,46,37,14,79,11,100,18,36,20,43,28,1426,64,29,119,42,5,51,16,4,22,12,607,11,9,14,52,189,16,13,27,7,291,516,4,38,10,55,37,12
48,27,21,70,13,7,4,4,146,36,338,40,61,32,39,148,19,14,19,113,13,9,11,9,11,889,22,94,81,301,18,14,9,1389,20,7,60,10,40,20,245,21,62,22,4,15,7,633,118,101,7,17,220,428,17,67,33,223,39,25,43,67,12,58,82
49,21,26,14,59,8,44,224,12,20,33,7,40,17,65,26,10,38,24,44,12,19,8,49,13,243,36,145,88,11,76,46,55,150,8,28,26,8,22,257,18,46,12,11,23,22,118,4,23,17,131,262,12,26,42,12,12,8,79,21,150,14,11,279,59
50,54,277,38,10,96,15,30,17,106,24,7,22,2,29,8,12,10,53,43,51,47,27,34,211,40,33,22,5,6,476,37,7,6,8,892,27,31,19,31,14,7,13,44,8,28,48,44,9,360,1233,112,29,33,387,22,94,22,45,51,37,119,13,75,9
51,20,25,101,10,214,27,11,1029,12,53,231,9,192,15,40,14,11,7,16,26,27,16,26,45,26,69,24,18,341,10,18,33,15,230,12,5,574,27,12,19,12,407,11,18,7,362,10,11,12,3,22,12,239,29,90,34,16,6,19,63,13,13,5,33
52,18,31,614,155,13,82,1572,11,8,30,14,12,19,15,78,39,40,7,38,29,226,58,12,35,14,35,39,59,267,28,12,5,37,45,14,3,27,80,132,19,116,31,45,12,8,8,42,39,23,9,11,6,19,200,145,47,274,108,21,15,16,49,6,11
53,20,7,128,36,42,74,12,14,24,44,1944,33,13,62,24,46,19,17,25,15,24,61,47,16,243,11,38,62,39,22,33,14,6,8,95,23,675,15,13,43,125,5,55,37,11,196,31,21,47,16,14,184,21,16,12,52,890,184,12,695,21,49,583,266
54,4,58,31,3,92,22,140,17,28,18,16,8,6,96,39,84,7,5,10,92,14,5,41,1048,708,6,63,4,19,21,25,253,15,7,56,7,172,156,26,18,19,23,23,31,16,8,16,8,46,15,10,8,48,45,96,4,59,3,3,11,21,2142,37,27
55,4,14,18,15,293,66,15,70,34,22,11,11,42,40,28,1401,23,10,107,13,36,12,74,16,8,15,62,16,93,37,12,8,1253,10,28,46,2999,146,16,150,15,13,17,70,14,14,20,11,15,16,54,21,355,153,1665,588,29,51,42,15,54,36,10,65
56,36,83,14,12,35,49,97,13,31,131,26,34,37,29,14,96,28,22,44,33,22,21,9,51,9,25,18,665,45,10,19,18,35,10,15,65,14,49,45,14,192,16,71,110,41,26,8,237,22,108,14,6,24,164,47,39,13,95,40,224,910,26,13,24
57,19,52,7,28,48,38,24,9,22,3,138,13,52,54,339,58,7,410,6,8,39,30,14,20,13,156,30,12,48,384,23,12,29,45,9,42,110,19,31,10,3,185,8,8,46,25,458,51,1999,72,8,26,34,38,550,41,8,31,8,579,45,18,23,19
58,20,20,38,66,48,59,638,83,99,80,22,15,1359,184,41,27,91,7,47,6,15,958,9,13,21,181,36,25,11,10,98,45,10,10,90,275,8,153,129,61,51,8,23,139,20,13,48,14,6,9,30,15,58,9,21,6,82,11,13,83,27,11,11,48
59,376,14,485,55,16,224,40,24,61,17,28,58,64,10,30,14,11,12,22,442,9,90,2,19,8,20,45,61,23,14,25,29,71,71,86,192,8,103,65,137,189,90,101,629,12,10,41,5,18,60,11,9,70,54,73,537,19,6,16,19,87,17,6,271
60,17,48,47,13,9,15,122,11,16,6,371,35,78,587,4,35,35,7,56,22,23,35,41,21,91,27,130,14,6,1276,52,17,82,89,66,35,911,19,77,33,13,53,93,411,492,69,17,31,34,8,32,15,518,61,13,17,11,418,1658,175,330,33,319,12
61,17,21,342,21,34,29,14,63,432,433,21,12,38,32,14,28,22,5,30,85,73,93,12,32,21,1047,15,12,200,44,32,11,40,49,231,42,40,66,54,13,87,54,11,87,44,30,7,13,11,1553,45,166,703,197,15,10,65,16,61,8,18,34,5,20
62,109,104,23,8,27,19,319,53,763,16,235,27,1212,16,53,37,13,4,56,15,147,37,28,30,44,21,49,3,17,12,109,25,11,1329,96,6,5,6,518,248,18,20,73,39,35,14,2,50,173,96,21,127,40,56,9,23,43,24,35,17,27,711,4,3
63,82,222,21,7,14,565,35,34,21,24,92,16,13,10,20,55,25,20,26,22,67,60,29,54,37,181,33,67,201,75,129,512,9,18,71,57,22,178,28,10,77,387,16,15,169,21,37,21,15,3,14,28,115,4,35,17,12,13,62,14,21,85,27,22
64,28,18,32,541,26,573,20,11,10,19,29,46,10,9,146,11,90,23,130,10,36,47,21,40,12,17,176,18,94,15,36,49,42,14,14,9,2,22,23,6,11,11,29,30,1765,8,17,40,11,9,8,34,13,69,6,43,67,21,16,12,609,17,27,151
65,11,144,48,30,9,70,73,35,14,119,6,53,84,534,329,210,40,34,29,42,149,23,130,17,126,304,8,20,20,21,21,22,671,66,299,24,3,18,1049,7,12,82,20,17,24,170,25,355,12,83,15,10,39,148,50,30,13,29,9,5,14,104,113,270
66,51,11,27,23,369,52,6,322,9,23,13,42,232,107,21,7,16,6,67,64,134,191,51,3138,7,44,15,1418,33,51,43,39,203,18,25,30,73,18,15,14,34,24,17,13,18,38,178,17,1152,13,261,27,35,25,70,18,9,20,171,14,362,10,20,7
67,21,72,19,41,10,45,13,44,5,24,15,1708,18,11,14,21,16,2138,35,20,34,57,32,16,13,8,24,6,12,62,11,40,15,1805,8,17,56,14,12,98,122,23,10,92,219,52,19,21,11,14,20,165,40,17,62,824,24,56,829,158,27,42,19,16
68,47,36,6,18,669,22,14,8,13,144,3,11,30,82,200,46,81,14,2509,9,61,42,477,161,21,31,14,127,33,10,32,140,13,7,811,21,109,34,29,24,10,10,227,24,29,13,37,6,37,330,536,296,17,14,21,275,24,77,12,18,42,20,40,30
69,306,34,1781,32,14,124,24,123,84,415,18,7,8,15,6,37,16,18,10,15,13,19,7,28,44,10,41,18,32,26,44,27,12,21,24,5,10,31,25,4,23,7,12,63,35,69,205,52,3,73,76,786,62,16,19,2,2,23,31,962,119,20,76,6
70,12,11,26,34,29,20,23,12,9,204,1047,18,25,37,47,27,18,25,26,11,233,14,24,13,51,17,9,39,12,369,13,17,87,12,28,16,39,21,12,16,238,13,14,14,1868,9,257,96,31,15,13,675,16,34,21,11,11,220,8,24,15,181,33,46
71,13,10,14,184,80,17,13,52,5,20,29,57,176,53,20,118,86,6,8,31,36,608,234,43,121,47,18,42,294,30,59,57,20,1347,7,10,34,16,37,120,11,7,20,33,7,8,8,10,17,16,10,18,125,12,73,91,283,15,13,29,36,10,46,27
72,6,39,12,55,533,18,7,7,189,19,32,74,13,40,28,26,13,1164,10,30,14,48,22,39,32,17,58,9,586,28,165,145,12,12,77,31,22,22,11,17,690,16,6,125,23,8,23,21,20,24,18,59,61,336,91,66,12,19,13,8,12,41,87,33
73,49,15,12,76,12,22,18,253,78,808,14,16,75,112,9,22,32,15,14,10,257,19,38,18,19,270,8,369,30,303,30,81,21,19,10,48,18,49,39,26,32,157,300,535,19,17,176,184,76,13,57,114,24,26,17,13,40,11,20,1345,27,10,366,3
74,220,31,10,36,81,4,9,18,283,19,51,25,26,118,9,252,48,54,410,8,35,56,18,135,29,13,2185,14,2017,10,28,23,24,15,11,11,24,339,56,11,21,25,10,16,8,53,47,33,8,18,49,59,7,30,20,29,209,6,37,9,26,25,10,57
75,260,9,46,12,11,14,34,104,23,23,41,27,59,49,16,23,41,17,27,59,6,94,116,12,256,44,30,1136,173,1003,12,15,58,116,176,34,15,621,14,2706,17,12,10,40,15,32,460,12,37,68,16,6,9,10,8,17,6,11,25,13,252,15,14,19
76,118,36,18,8,13,140,378,13,39,44,14,14,17,22,167,8,1364,69,256,8,52,22,66,6,16,26,13,113,21,25,53,15,41,13,94,23,14,24,86,7,10,114,66,53,14,17,30,864,12,141,39,13,18,23,4,28,7,20,12,93,30,86,55,68
77,265,15,12,24,36,11,8,17,30,61,25,20,92,24,68,16,20,8,12,336,24,24,150,271,7,20,22,8,41,67,53,166,13,6,10,34,10,78,18,24,8,368,11,54,12,55,15,41,14,133,158,73,60,12,26,22,12,199,90,23,28,86,36,8
78,45,14,68,74,19,770,29,179,7,74,25,20,33,97,20,10,9,38,8,45,52,20,8,145,43,228,7,5,67,722,29,2110,49,3,20,45,29,50,16,21,74,22,125,5,40,26,12,121,31,717,53,1181,3,225,30,35,14,10,68,28,281,7,268,269
79,94,15,53,18,85,46,14,43,19,109,17,24,208,24,12,7,6,4,36,37,13,27,64,227,52,16,1855,5,23,250,713,41,8,102,18,16,59,52,9,9,10,8,160,8,19,7,21,95,223,23,86,20,33,14,89,9,23,43,112,5,48,66,89,9
80,19,54,13,13,64,10,26,113,16,18,165,42,30,28,29,27,114,23,78,21,101,59,38,8,422,11,154,30,87,13,20,53,31,28,9,13,47,36,390,121,58,37,69,17,4,17,1551,48,68,29,149,30,54,20,614,254,10,109,12,6,20,4,10,23
81,780,466,75,17,44,10,119,15,33,5,3042,761,33,22,47,37,19,24,11,9,74,104,17,35,10,157,59,409,37,19,14,9,2057,6,525,65,8,1669,10,71,19,23,11,27,24,50,34,21,7,17,31,60,81,48,64,8,270,24,51,11,10,212,189,23
82,8,7,9,27,390,75,15,11,15,8,17,16,15,5,7,28,49,26,9,23,12,33,22,122,116,20,19,7,22,8,36,11,140,10,46,22,38,236,13,48,104,34,714,103,18,43,49,77,25,9,46,83,202,38,22,45,2921,24,34,44,5,43,18,7
83,22,82,13,334,33,45,53,9,143,52,13,42,23,17,14,13,122,31,22,23,93,557,14,55,6,532,347,29,1663,16,5,22,11,30,49,121,190,26,425,14,41,120,217,50,17,255,27,47,28,387,72,1728,123,9,29,9,258,25,46,16,7,19,42,12
84,6,43,41,19,33,35,50,58,45,97,18,16,11,5,16,13,39,21,653,201,20,30,16,112,12,117,66,27,64,260,170,40,579,92,133,119,22,8,169,40,83,4,89,32,42,2,35,15,18,7,33,12,24,5,28,97,30,11,30,31,275,2378,21,301
85,18,73,81,13,20,15,47,20,15,24,13,57,58,168,11,17,23,27,22,8,21,16,1086,75,26,8,14,277,13,21,12,21,100,477,9,103,37,11,135,337,24,42,11,37,54,121,12,10,40,34,8,31,55,11,40,11,31,17,45,11,16,215,85,19
86,16,36,46,39,893,20,1993,29,14,147,18,220,8,24,587,9,10,68,850,77,22,190,10,30,7,8,53,168,1968,15,29,42,3,32,31,9,11,547,75,6,12,12,11,33,26,22,13,55,16,65,11,9,36,2,11,16,88,26,41,1938,10,10,75,38
87,22,27,15,1332,95,36,16,48,32,10,15,167,8,9,13,11,30,16,39,63,48,31,21,11,13,134,50,38,14,27,60,243,57,22,5,117,83,18,32,364,7,19,12,15,156,11,5,209,26,32,48,34,50,324,5,24,45,9,43,50,102,21,11,16
88,53,19,19,48,32,221,38,10,6,24,27,249,183,45,977,136,189,14,26,23,59,14,6,106,6,31,36,243,7,14,16,22,121,519,182,166,45,30,21,23,10,22,211,48,6,12,14,55,54,15,1023,249,17,18,12,42,9,30,54,24,41,2,46,39
89,3,34,842,4,33,10,84,515,30,22,58,275,261,505,13,23,20,47,25,25,17,64,52,21,474,7,288,6,16,334,16,22,983,88,129,7,18,32,30,5,42,20,9,98,329,100,17,178,15,28,46,65,23,21,45,16,46,23,6,25,15,33,7,15
90,20,50,21,64,10,22,83,1503,265,26,27,27,115,15,42,12,30,15,60,35,10,13,96,10,15,12,972,600,1713,47,751,17,13,23,55,30,1861,13,77,9,58,24,42,32,34,785,33,28,9,35,8,85,31,167,8,70,34,13,22,40,36,19,15,125
91,519,108,35,2801,107,149,18,19,23,12,16,17,23,125,3,13,44,331,48,9,78,22,68,27,105,13,49,1,1684,23,34,61,36,39,35,31,6,13,168,12,54,301,22,17,18,6,48,41,40,124,7,10,15,13,1140,32,16,20,12,40,66,50,13,19
92,10,11,40,61,1535,27,14,4,36,22,13,20,13,25,7,33,134,26,31,31,20,33,47,12,9,7,29,441,20,100,23,17,24,23,584,58,15,40,2076,23,1358,41,28,9,50,28,70,1083,7,27,8,27,7,628,23,19,24,56,39,28,22,3077,10,16
93,17,76,11,45,62,17,20,3,242,830,12,4,462,20,647,12,12,6,10,180,24,9,12,485,15,15,86,25,254,14,26,19,13,6,34,68,11,10,648,51,19,21,5,11,24,672,17,20,6,24,76,245,10,226,14,23,32,177,235,40,7,16,38,22
94,22,37,62,49,15,267,16,13,16,35,16,100,17,51,40,4,6,248,7,86,5,5,10,21,226,12,12,26,18,26,218,12,320,111,105,35,128,12,18,10,12,13,66,26,37,18,23,41,152,15,15,51,25,22,13,352,9,383,134,11,19,106,13,23
95,21,23,42,138,1617,10,117,84,14,31,34,14,25,1147,110,24,16,14,11,22,21,27,45,10,16,25,20,154,7,18,16,26,83,1797,28,480,31,18,23,24,32,2179,29,96,27,38,33,12,82,14,26,10,33,26,26,86,30,21,888,26,390,47,98,65
96,25,322,12,248,3,234,2,9,91,12,13,172,15,26,31,95,83,9,13,67,39,19,19,796,41,33,18,574,15,412,10,725,11,9,64,24,85,41,80,34,20,24,36,192,35,127,33,17,1050,19,15,29,103,9,70,65,46,12,11,46,6,67,26,208
97,32,212,2021,24,7,50,35,25,379,34,14,9,18,18,7,11,5,23,49,9,6,17,15,45,4,13,19,18,192,43,61,21,66,33,126,24,6,49,15,8,20,33,10,98,87,44,1106,15,20,6,83,6,259,44,68,328,50,25,19,60,22,7,273,9
98,527,172,18,9,2761,69,36,6,22,264,39,21,11,6,15,14,8,61,59,662,15,3,63,19,13,547,26,9,191,28,102,9,26,71,29,41,85,49,25,21,69,11,9,53,29,629,23,10,49,1355,11,330,11,9,16,6,31,23,21,31,139,12,26,16
99,769,5,9,7,24,28,8,14,19,201,14,26,30,7,161,6,94,25,17,10,20,438,41,29,45,12,26,90,11,56,42,60,110,8,18,19,60,77,17,15,29,465,341,7,38,576,13,44,20,5,5,470,9,20,272,26,5,15,61,493,294,222,291,23
100,115,61,5,14,42,18,40,59,65,10,47,28,10,20,25,29,48,14,28,122,96,41,136,7,13,1396,34,40,7,32,51,17,17,11,138,31,145,55,19,13,264,1768,94,26,245,57,31,16,241,64,2,158,15,53,14,92,9,22,2090,15,63,31,30,22
101,222,30,47,225,15,8,21,13,393,14,37,63,25,17,18,9,16,6,22,4,11,6,24,5,16,212,67,384,35,16,11,60,71,14,15,4,55,264,1875,20,23,88,154,13,47,133,15,65,11,231,38,24,261,16,29,8,66,1188,7,7,21,14,15,100
102,31,62,20,20,47,14,12,62,18,15,9,37,20,16,1430,32,49,38,22,17,43,29,20,9,151,212,97,14,7,25,11,8,336,146,24,566,335,28,11,22,105,16,79,33,5,3,37,68,17,35,14,156,31,132,10,22,2942,19,7,260,1014,23,438,13
103,30,31,18,44,37,196,15,7,32,396,15,14,25,98,350,10,11,11,17,17,115,19,30,15,8,677,51,234,9,32,24,51,21,9,645,617,17,17,526,5,50,43,24,13,11,102,11,151,26,47,10,9,81,1002,12,56,17,169,27,28,10,7,8,17
