,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
12,17,6,148,44,47,10,20,156,485,24,23,10,10,113,7,16,350,13,16,12,6,20,501,8,122,18,8,13,14,8,14,56,65,21,537,11,11,56,1,26,7,21,4,54,6,6,9,8,10,28,13,7,8,7,432,114,396,4,16,685,37,4,14,7
13,498,17,21,9,49,6,12,19,25,13,8,8,8,16,12,54,120,9,6,19,5,8,14,75,814,15,8,53,4,295,99,44,30,67,8,5,10,11,90,61,98,45,33,93,5,48,6,16,63,78,21,16,21,150,568,6,4,14,2846,6,47,2,30,13
14,10,31,10,17,54,13,14,44,13,150,31,16,13,10,27,30,25,14,2,20,0,3,9,5,80,16,26,245,6,3,39,7,7,72,16,142,20,11,28,6,61,315,21,76,18,3,24,185,45,78,7,10,2,17,14,11,12,18,9,3,50,7,28,6
15,10,21,134,19,15,17,7,6,18,11,9,8,7,8,7,30,28,8,6,13,528,12,7,4,13,11,15,7,32,4,351,41,20,13,3,471,309,16,807,8,9,13,23,23,7,11,10,7,10,9,35,14,10,13,11,7,42,790,4,2,3,28,13,18
16,2,21,10,35,9,21,4,16,130,7,1548,14,6,264,22,6,48,26,11,10,8,11,82,6,36,53,359,4,11,30,11,9,14,7,82,32,208,1674,17,4,13,54,62,30,11,14,84,11,15,11,54,32,5,22,37,55,13,15,12,6,15,9,8,347
17,30,37,17,14,7,18,34,45,8,25,16,11,4,21,343,21,28,5,10,7,22,12,40,7,36,7,9,15,22,8,11,94,7,5,80,37,35,6,1,16,94,3,26,9,7,14,19,9,71,45,9,3,7,31,4,42,3,13,4,14,24,210,1803,38
18,31,4,64,19,305,20,22,9,257,14,32,15,30,61,133,31,8,73,83,3,6,17,2,33,16,3,55,32,13,85,33,17,139,13,30,11,11,20,723,20,22,41,72,65,13,12,11,28,56,86,92,5,23,18,15,3,12,8,11,50,38,8,17,37
19,277,26,29,6,423,57,12,13,7,37,85,52,9,25,33,28,14,12,8,15,11,58,36,154,49,3,10,4,46,3082,6,28,2,41,8,17,13,17,4,198,9,9,10,9,5,6,4,9,24,24,37,21,1628,6,1340,18,14,12,9,8,8,3076,6,44
20,11,4,22,15,28,231,45,5,24,18,89,69,14,211,26,9,5,3,76,9,4,225,3,8,32,13,11,154,12,7,47,5,9,1544,16,117,641,9,68,8,5,476,9,8,12,10,1,238,8,44,432,5,3,60,13,18,29,24,17,11,13,3,54,3
21,16,30,3,60,13,244,18,4,7,7,5,18,8,54,3,5,26,4,101,5,13,42,4,187,15,25,7,6,15,1433,13,0,13,554,10,36,26,24,8,13,2,26,7,401,0,218,69,5,5,11,18,15,11,34,63,123,4,14,11,6,5,18,21,9
22,6,6,8,25,7,30,10,8,18,3,40,53,13,147,28,39,6,104,15,16,5,30,22,10,53,15,6,10,158,26,7,16,48,14,8,13,35,87,4,8,17,547,5,8,28,10,11,42,7,20,27,20,8,8,7,1,239,36,21,33,275,10,41,5
23,10,6,10,14,26,13,49,43,6,108,29,46,8,7,11,4,17,1,12,30,1396,53,12,13,11,7,264,23,19,148,9,27,14,7,23,20,45,15,82,51,14,19,61,5,16,4,4,7,10,12,1162,9,36,6,25,31,10,8,9,9,50,14,66,24
24,17,4,10,8,13,13,3,10,9,14,11,23,7,14,4,6,1846,25,222,2,5,25,1039,3,24,43,23,13,9,7,12,11,28,37,6,4,99,13,14,25,24,10,22,1,154,8,8,9,4,37,28,31,17,6,8,6,14,8,2,57,243,33,17,16
25,16,7,14,50,4,17,632,692,18,635,74,9,67,21,16,18,34,11,54,3,6,2,10,55,6,12,110,7,7,25,11,3,10,41,12,6,22,5,378,27,14,10,34,39,4,61,6,35,6,15,49,231,2,6,7,7,43,19,65,27,16,17,16,50
26,14,811,15,6,9,9,9,9,55,13,23,747,30,7,11,30,16,52,280,15,11,17,19,17,36,291,6,30,125,10,65,17,57,25,52,1408,696,8,68,12,30,4,8,75,32,3092,26,746,30,436,8,8,23,19,137,6,17,62,18,30,346,24,10,179
27,47,6,190,13,10,35,87,464,27,92,512,33,44,75,10,6,27,223,3,2514,15,22,2,26,2,8,12,3,36,45,13,17,6,6,4,10,84,13,9,15,5,19,12,6,13,52,37,13,14,96,20,8,6,729,20,51,8,26,12,6,17,140,696,26
28,4,11,40,7,8,6,7,11,43,14,6,35,7,34,9,301,9,209,11,16,8,119,29,7,13,6,647,9,14,15,9,5,8,25,48,46,6,10,18,20,4,38,72,2980,7,5,58,25,13,238,14,218,0,8,15,38,15,10,17,104,11,131,33,17
29,56,1,11,59,211,72,32,21,7,9,23,5,18,13,23,4,24,91,124,5,19,39,5,12,6,32,6,21,14,133,56,15,33,1650,26,41,39,23,33,58,9,14,4,17,1153,10,5,8,2,219,9,474,62,173,24,3,74,13,15,36,7,10,24,5
30,90,7,11,9,10,17,255,26,38,8,9,8,9,31,6,1675,4,15,7,6,347,13,19,7,63,6,93,375,129,21,2,6,14,20,19,125,2792,18,130,5,14,8,12,21,12,2,25,22,6,3008,12,6,16,95,7,8,15,15,3,7,18,2,940,21
31,749,12,21,23,4,14,54,5,24,252,45,5,11,41,42,5,4,10,12,6,33,50,77,10,149,19,37,4,8,13,23,7,18,12,80,20,124,9,23,98,13,71,7,15,916,6,29,10,27,21,24,20,11,6,40,12,20,10,24,57,1,16,28,11
32,105,28,3,19,99,64,101,39,41,610,8,16,37,42,22,48,41,8,11,105,10,11,4,6,13,10,23,9,5,14,119,6,29,18,27,8,71,8,220,102,156,10,82,6,21,8,3,6,37,11,20,134,76,7,10,6,2,3,49,7,11,9,12,22
33,35,11,9,21,5,15,16,2,37,5,737,31,10,27,133,5,120,607,21,21,690,9,3,952,21,15,12,5,4,35,5,19,41,34,4,9,1,43,91,13,8,8,5,28,5,9,19,71,7,28,5,1,24,22,2,9,4,34,3,10,4,3,44,21
34,71,20,11,55,9,275,6,22,7,6,6,12,9,22,10,18,70,9,106,128,13,19,17,7,13,16,58,12,26,11,21,21,20,3,9,18,11,10,7,6,9,3,24,8,45,194,52,124,46,7,4,391,6,8,181,14,6,349,100,57,8,6,357,16
35,8,9,14,0,2,49,6,33,71,16,1,157,8,10,7,17,25,10,413,8,12,7,10,97,167,286,2,49,44,39,6,12,15,18,9,32,5,31,5,109,33,84,8,10,74,18,6,82,18,6,5,26,11,30,26,10,510,3,3,24,4,4,753,8
36,23,33,369,108,17,13,6,20,8,23,27,11,21,11,57,12,4,7,55,114,46,631,22,29,6,304,0,24,4,17,2,26,12,13,60,25,7,5,66,54,8,10,6,87,1193,5,5,55,38,355,18,7,4,23,6,6,9,6,35,16,724,66,5,15
37,4,16,10,40,17,12,2,25,7,6,7,7,152,108,8,7,7,37,7,27,8,3,41,6,8,37,31,229,5,14,14,29,11,114,6,469,151,7,6,31,21,108,60,9,11,9,12,12,21,16,12,100,25,7,9,18,25,6,14,7,25,42,9,10
38,10,5,181,6,6,777,122,180,13,6,17,8,7,21,10,4,11,13,10,16,15,21,46,20,57,33,24,12,21,12,11,4,5,8,7,21,0,5,21,30,12,4,37,12,177,4,1685,77,18,5,12,13,9,10,3,5,5,11,6,6,32,19,23,7
39,8,5,52,10,16,19,4,14,26,38,6,7,46,10,10,5,12,7,1328,44,6,5,32,67,16,22,31,7,41,10,64,16,10,47,6,17,12,11,62,16,93,3,14,14,71,20,28,32,9,8,6,16,17,478,13,32,183,13,210,38,5,26,70,22
40,15,256,14,5,13,8,8,12,18,339,13,12,7,215,129,81,3,6,9,25,13,12,12,7,66,16,38,44,13,11,16,340,39,2,8,51,21,5,19,34,7,574,42,14,685,119,24,5,1565,17,38,83,6,49,252,9,12,42,8,14,69,11,10,4
41,8,47,10,13,6,33,10,25,27,10,163,8,4,13,120,18,5,12,81,380,19,151,7,15,12,22,10,943,6,17,5,12,33,53,14,7,8,12,48,220,12,14,65,13,25,4,13,255,5,128,7,6,3,10,11,8,19,22,14,7,64,13,100,5
42,8,218,19,4,7,8,9,20,1,5,29,5,32,15,6,12,22,6,46,12,120,19,29,2,17,10,149,16,38,5,16,13,12,8,27,114,54,2,26,3,10,7,26,205,3,11,546,1489,19,11,22,5,121,2,10,376,22,7,10,15,8,84,50,30
43,22,9,102,14,10,39,14,225,50,26,8,10,5,8,10,8,5,9,230,16,6,17,18,8,27,12,73,471,7,113,35,19,22,6,9,18,11,23,8,4,7,2,23,29,6,10,41,27,2,2,7,14,21,8,7,35,2057,9,16,20,23,7,5,78
44,12,96,103,5,8,7,34,48,11,5,10,4,38,17,7,14,7,2858,11,2163,18,8,7,45,31,6,21,9,11,91,9,11,114,3,47,2,69,11,5,7,6,18,6,139,7,125,11,7,5,31,50,7,11,59,3,8,23,6,8,44,47,27,7,9
45,4,3,10,16,13,18,48,17,14,32,4,10,22,47,10,14,8,3,123,17,35,426,7,30,26,10,10,194,28,7,18,7,8,74,2,33,10,18,26,6,93,14,22,15,1458,5,7,8,10,4,17,30,4,3,11,22,9,21,52,4,10,1481,79,9
46,7,21,6,584,10,7,4,13,2,914,40,15,1,6,80,13,4,442,132,8,44,7,14,4,99,16,118,13,11,12,20,41,71,4,13,59,38,1045,22,16,160,121,39,16,14,13,8,9,11,15,105,249,24,17,13,35,24,151,4,3,2,5,54,647
47,15,6,162,223,4,15,87,6,1115,12,1,15,6,8,8,7,26,63,57,26,27,12,38,15,26,6,671,8,88,9,16,14,6,29,200,39,12,8,17,117,9,16,65,12,6,6,20,5,12,20,22,2,24,6,8,29,5,651,6,17,62,10,5,27
48,900,6,24,10,3,9,8,2,44,6,63,17,9,4,16,6,4,2,16,3,137,21,37,24,7,9,24,7,10,19,2,8,11,12,11,32,3,13,9,74,54,4,16,33,19,5,19,52,11,1341,6,139,16,4,3,11,26,6,365,144,7,6,18,11
49,7,7,17,3,8,7,10,13,1876,11,100,8,12,46,55,44,14,4,4,12,68,86,7,9,100,23,20,9,6,19,26,8,9,6,11,166,19,1495,49,20,5,39,112,545,13,27,6,34,18,7,19,8,24,6,7,35,49,16,5,338,28,11,17,23
50,26,2,148,4,41,21,2129,7,6,74,12,3,1360,11,9,77,6,73,4,7,31,5,110,92,463,1,31,19,13,21,52,10,16,12,239,821,15,16,22,34,50,44,2364,4,4,12,19,6,888,13,159,3,17,36,6,22,9,15,19,10,11,21,16,10
51,216,14,49,5,5,5,49,32,31,7,37,161,54,198,8,5,6,94,17,10,7,9,384,3,8,9,11,11,8,7,8,6,8,27,8,15,10,5,9,13,20,11,34,16,48,13,8,6,401,3,5,24,2,34,95,2191,20,9,87,5,10,227,11,12
52,7,15,11,71,25,11,4,23,17,27,9,133,13,121,13,8,36,16,323,128,31,17,4,2,115,7,83,3,20,17,10,16,10,1,20,10,40,4,18,12,2,24,2,340,283,8,10,7,3,12,16,220,9,7,2060,4,5,20,3,1134,23,7,8,82
53,14,3,542,8,9,7,11,3,39,21,29,56,11,8,3,23,63,6,66,0,548,29,20,21,356,11,4,7,18,320,19,8,10,5,1,29,5,4,39,233,10,6,4,13,5,11,29,37,29,14,23,27,373,4,41,6,20,19,82,73,17,8,7,8
54,14,12,172,20,17,11,2,19,28,9,35,49,1067,83,58,26,8,5,5,5,3,7,838,172,16,28,19,27,9,40,9,37,6,46,3,4,14,7,45,3,74,92,14,0,14,20,11,11,69,26,105,8,6,4,42,38,34,3,6,12,4,4,10,16
55,7,98,12,12,4,16,6,11,72,6,13,4,119,9,91,25,210,37,24,29,6,7,19,22,27,7,12,9,16,53,25,21,24,21,13,9,11,226,95,61,34,13,31,125,13,5,42,58,11,22,8,16,7,623,5,6,3,60,225,9,22,16,33,14
56,4,33,12,3,10,6,467,9,22,13,19,1,25,11,6,10,3,50,26,9,14,3,26,5,137,78,58,6,14,10,11,33,19,14,6,68,28,34,9,6,6,9,6,19,9,5,8,117,20,5,2,8,6,26,6,6,2,25,25,12,20,27,5,17
57,28,26,35,37,9,8,8,14,45,18,18,8,22,340,13,10,28,61,402,14,750,2129,91,10,13,14,6,12,10,4,216,248,43,31,10,8,20,24,10,87,18,97,2,69,176,3,3,9,9,6,11,10,9,10,162,23,11,13,8,4,9,8,273,36
58,10,8,17,41,93,21,70,55,2,6,9,4,8,16,18,8,10,19,22,29,13,14,32,15,31,11,10,16,2,4,86,3,11,1122,37,27,6,3,52,4,27,10,5,3,119,58,12,43,10,26,22,9,102,146,16,9,11,8,13,15,11,19,68,112
59,11,18,10,10,9,7,121,39,20,15,1065,8,6,67,3,7,22,11,10,33,5,38,16,10,17,44,269,11,18,20,11,1,363,74,13,23,11,490,11,2,52,11,18,3,113,5,17,168,32,8,6,6,1,321,10,52,3,10,7,4,15,15,6,5
60,257,15,10,2,0,14,10,40,26,7,21,1,16,7,21,29,32,18,54,15,49,11,7,11,8,20,90,11,10,229,21,30,15,9,25,26,10,20,4,136,13,138,8,793,183,23,6,23,16,4,12,19,5,259,2,11,102,9,14,5,17,11,15,10
61,76,9,15,2,27,3,23,84,7,14,26,15,8,12,7,445,5,18,8,634,15,71,12,10,40,15,12,38,3,5,10,5,10,18,14,47,6,49,7,21,9,25,9,14,37,380,29,6,6,12,7,7,4,4,13,1979,5,1644,5,5,215,17,212,115
62,34,8,41,4,12,2389,22,23,4,5,21,35,6,43,12,6,2,14,11,84,31,6,202,18,7,15,117,9,243,5,40,6,81,6,14,52,2822,14,26,7,111,5,18,6,33,7,24,7,89,1,44,11,5,16,14,3,31,13,35,101,5,38,7,15
63,11,18,86,14,4,5,31,9,10,58,18,8,12,11,22,41,33,4,25,15,13,7,87,21,13,7,17,22,13,9,8,32,50,5,68,12,3,690,8,42,14,7,50,17,12,6,32,11,166,6,6,15,6,13,59,28,16,23,8,38,1110,10,12,56
64,188,11,14,10,14,29,19,44,1,77,13,13,15,6,10,4,69,1,28,35,55,29,18,24,11,8,8,4,3,44,36,25,63,6,4,10,23,22,11,6,6,383,10,19,4,9,33,220,16,21,27,91,3,34,4,13,8,11,43,3,7,43,50,3
65,4,18,119,3,26,36,24,9,5,6,15,14,56,6,10,6,23,20,3,21,134,21,6,19,4,13,25,8,3,17,11,13,23,25,22,896,14,3,21,4,22,59,53,6,11,21,3,3,14,11,8,4,6,14,11,25,31,11,12,6,11,288,4,13
66,3,222,64,87,24,10,24,14,4,1,12,7,17,5,5,13,1,43,12,31,10,10,607,12,31,11,38,11,15,114,42,43,30,41,20,134,2550,52,7,6,15,20,183,26,11,7,5,256,10,37,128,12,5,6,26,21,10,6,7,4,7,9,1,15
67,226,19,212,9,31,108,8,3,138,55,15,32,9,18,22,48,13,19,5,41,19,7,28,6,17,127,10,5,9,10,34,21,8,71,5,41,52,16,8,4,19,3,14,28,9,7,13,104,9,11,5,43,4,669,5,28,9,28,14,18,9,9,738,40
68,22,16,165,5,6,2,4,13,14,31,22,245,175,1,38,8,26,18,8,6,9,2,4,1228,21,19,4,47,6,16,23,11,94,4,10,24,10,7,20,4,28,288,16,19,10,18,1010,3,22,27,11,10,1562,28,69,46,53,6,1016,11,17,12,26,4
69,16,27,5,20,5,39,11,27,14,19,13,110,14,4,24,2,3,10,9,7,15,4,10,28,18,38,4,28,7,566,10,19,26,9,7,24,46,32,6,9,8,17,13,92,34,24,10,16,9,37,19,49,12,67,508,4,9,204,8,9,39,7,10,7
70,24,7,13,34,29,20,26,6,1000,450,5,7,17,34,25,6,13,24,5,2476,2957,26,9,11,29,2,16,13,7,2822,38,39,20,6,2,33,14,38,3,11,7,60,12,227,18,26,17,9,7,31,6,44,4,7,511,35,27,6,21,9,4,10,4,49
71,29,0,106,57,2,234,17,58,158,11,5,2,16,66,3,13,32,7,12,2512,3,63,4,217,74,22,125,11,54,6,6,35,20,53,69,14,69,15,4,11,6,16,12,33,8,17,27,67,2,6,91,24,6,11,382,15,23,145,2,10,29,4,8,3
72,2,5,20,29,8,6,5,17,5,6,39,708,5,7,25,15,6,17,1,45,17,27,13,200,368,2968,27,3,430,15,6,4,9,9,80,17,8,31,57,3,65,14,16,862,5,11,18,34,805,89,16,19,25,75,19,12,4,11,2,8,66,11,15,30
73,2,12,5,28,114,16,22,13,6,99,385,30,13,59,15,21,8,69,9,13,3,10,3,23,27,13,17,13,9,604,278,11,11,23,6,5,487,11,14,71,981,287,13,63,19,9,3,5,10,73,9,176,5,31,11,21,32,34,55,23,43,7,43,6
74,20,17,66,28,11,33,5,20,187,27,466,2,5,883,207,14,21,8,16,5,35,43,12,18,28,20,8,23,24,46,40,72,26,10,15,12,975,4,30,135,28,21,3,3,6,367,20,4,46,5,7,180,23,55,16,13,6,7,10,12,50,12,47,16
75,205,627,20,7,36,727,24,55,2,6,2844,225,27,25,11,79,31,25,20,91,5,7,32,3,7,5,155,3,17,5,73,8,3,15,21,35,44,9,22,6,76,10,19,7,15,50,60,3,27,71,7,7,33,67,14,26,31,182,27,3,23,45,12,9
76,4,58,13,8,11,1341,38,9,13,6,5,22,55,7,25,9,19,15,35,150,1,10,17,9,45,120,1008,15,2,4,7,1620,19,4,210,26,11,26,8,44,12,5,14,6,3,86,13,23,15,12,5,6,303,17,4,5,8,26,5,6,15,32,32,7
77,2,3,12,10,39,6,24,67,7,25,26,3,8,18,42,10,13,16,13,19,4,33,11,20,6,29,7,90,91,22,11,20,9,57,7,7,13,280,7,113,17,4,5,18,23,9,30,3,58,9,19,10,9,9,15,6,10,26,220,22,184,2,16,6
78,86,9,26,5,9,51,71,15,4,14,8,32,17,12,13,8,8,75,32,85,3,19,11,4,38,12,10,155,35,150,13,16,21,413,11,17,64,13,24,56,56,571,13,23,4,13,5,12,29,3,14,12,113,564,10,9,3,10,16,31,9,11,17,2
79,13,47,4,10,28,89,87,3,12,339,18,58,5,848,2,39,27,591,25,15,774,16,29,10,8,17,15,23,33,11,69,22,24,315,532,260,543,7,10,5,3,27,67,15,4,10,11,867,13,225,1,2,7,6,11,12,139,7,10,8,4,16,13,4
80,746,503,18,5,8,14,10,20,181,9,4,7,5,45,123,42,29,28,23,2016,71,11,51,6,35,28,8,39,11,179,111,16,6,8,22,4,46,10,5,6,19,7,22,4,132,7,20,18,2,5,24,37,11,11,57,90,6,4,15,16,12,6,8,4
81,1,8,3,995,21,8,12,14,7,23,7,74,12,9,10,25,19,4,6,4,7,24,11,16,42,3,11,12,56,18,9,16,14,10,11,47,19,6,13,10,7,229,6,9,12,23,679,17,14,3,1,7,13,14,23,4,10,97,2,34,11,7,7,7
82,7,3,164,53,20,18,26,10,30,10,105,6,85,21,189,53,20,15,9,9,4,6,249,1,5,16,4,4,7,343,44,5,7,70,68,33,47,7,3,13,7,5,122,28,29,6,6,3,4,9,5,38,6,8,11,24,205,12,1396,7,173,38,1467,25
83,11,18,13,15,9,87,5,3,21,2,13,2,13,14,16,462,5,71,6,10,10,21,171,15,795,3,17,8,16,32,509,10,4,7,6,12,4,12,9,12,61,39,7,2301,41,4,2,65,6,119,10,15,43,10,29,16,16,7,8,282,12,7,113,3
84,21,6,24,800,69,10,19,5,39,14,17,11,12,6,3,63,22,10,26,3,20,11,202,12,8,3,13,6,30,1004,10,59,16,15,6,2213,182,14,5,1,23,5,16,612,8,10,104,16,1,2,7,13,9,17,4,36,14,16,31,20,12,10,8,6
85,120,18,576,58,17,7,5,6,24,100,29,5,43,5,20,6,3,536,17,88,10,4,24,13,10,179,13,14,6,11,19,9,15,21,19,11,6,363,10,6,7,24,43,31,3,72,15,2,15,9,12,7,18,6,4,368,29,8,12,1498,12,16,9,10
86,11,473,11,10,7,14,87,8,10,5,16,42,106,59,2,80,116,9,27,7,2,23,200,8,28,13,57,9,19,30,14,48,2,11,8,33,7,10,19,7,56,96,54,13,17,24,20,14,5,8,3,51,5,5,781,6,10,8,5,146,24,9,13,3
87,3,41,13,20,7,6,10,11,3,53,1871,23,82,4,11,14,9,11,34,20,15,15,15,11,28,177,20,86,74,11,7,48,1017,11,9,8,3,4,3,10,5,12,847,11,538,15,209,18,3,14,4,7,697,32,13,166,29,7,13,42,12,4,41,421
88,18,10,31,3,34,79,21,14,142,5,7,15,15,528,29,14,5,7,7,9,1225,10,7,11,4,30,7,20,44,33,146,11,1663,12,27,12,4,28,11,356,33,17,11,7,6,21,11,10,19,44,3,24,178,17,1317,5,11,728,18,2,48,5,13,5
89,23,6,661,80,9,14,12,13,6,11,12,49,5,9,147,1871,7,8,22,7,35,41,8,10,9,121,40,5,4,58,20,3,5,247,4,11,372,3,158,51,5,177,20,38,14,7,5,235,165,48,22,485,2,13,83,5,745,13,8,161,2,2,116,70
90,258,4,445,9,7,206,45,15,34,19,12,29,4,3030,21,249,38,19,19,9,16,225,6,222,13,4,8,32,35,5,15,138,3,71,19,8,35,19,7,35,21,9,2,7,85,26,1090,25,66,20,15,12,9,31,20,10,9,18,11,13,8,4,45,4
91,4,25,6,18,5,65,865,25,22,26,3,11,2,12,2,59,673,8,112,4,7,9,8,24,25,13,45,8,563,7,5,7,18,25,11,7,9,5,4,2,18,20,19,196,3,226,18,10,81,9,180,15,27,19,12,10,6,6,76,4,13,20,17,6
92,6,1899,52,4,112,89,10,4,13,23,7,11,40,8,47,20,8,60,54,30,24,14,627,8,2,231,7,13,5,9,11,10,18,1360,58,12,19,26,145,11,6,18,28,9,30,11,4,5,1425,7,25,201,12,11,4,8,40,5,32,17,2,105,8,2
93,6,96,4,21,2,11,28,3,425,10,4,80,8,205,6,74,7,8,2,53,57,2063,636,50,8,5,5,9,12,8,51,18,20,40,87,2,379,48,8,41,154,11,9,36,10,34,26,6,11,2,4,40,11,233,14,1721,19,17,58,13,13,32,7,12
94,10,29,21,304,20,8,3,13,3,22,12,26,13,8,10,11,24,2003,37,2,17,555,19,955,36,6,16,292,19,3,34,5,19,30,135,13,6,5,407,364,17,22,4,13,16,4,1382,16,314,4,201,7,369,17,17,25,31,48,23,7,23,3,15,59
95,30,42,43,93,7,3,4,192,69,51,13,1,111,10,7,5,5,9,7,132,3,26,20,11,230,8,55,21,7,24,41,10,36,11,60,9,10,26,9,14,67,1768,31,9,74,16,80,9,19,21,10,24,41,6,21,11,43,33,11,27,50,70,10,6
96,33,59,7,358,8,8,18,33,11,28,25,7,9,24,27,6,7,6,8,43,7,10,4,32,54,15,24,53,8,7,4,5,275,11,12,11,53,66,765,35,250,271,0,17,3,37,2,6,47,189,189,6,11,6,128,7,27,173,5,19,11,10,8,2
97,45,5,33,29,4,12,38,23,6,0,101,6,1063,12,4,6,5,56,16,19,135,6,50,135,34,21,10,14,7,2,27,13,175,6,66,3,64,29,14,40,11,15,14,6,9,10,5,13,21,14,4,44,19,8,11,24,11,24,91,13,281,5,9,18
98,7,184,11,7,9,73,0,18,74,10,25,260,198,15,12,9,87,15,68,24,7,16,8,12,5,12,11,108,9,1157,33,222,18,32,6,13,32,3,6,21,6,5,91,36,221,13,15,13,53,147,7,11,15,10,4,13,62,10,583,69,4,11,8,3
99,5,44,2,199,7,16,7,23,12,4,5,201,28,25,45,9,11,3,22,10,22,15,31,8,19,2,10,5,23,142,5,27,16,4,138,13,6,15,12,22,2,1554,200,15,17,1086,31,2273,9,33,19,17,16,14,12,27,26,5,159,10,1528,18,24,7
100,9,11,13,105,23,22,5,5,9,36,5,2,234,7,20,29,6,4,9,68,47,13,18,21,3,13,125,389,584,4,21,25,35,1,29,18,3,223,8,53,7,13,1,12,34,18,13,21,9,12,3,20,6,10,32,1,322,6,28,1223,8,5,40,8
101,7,24,19,6,49,61,11,10,41,6,5,34,120,6,5,10,9,65,12,83,12,43,14,492,10,7,15,4,5,6,5,9,4,6,9,8,8,20,9,17,31,20,78,365,10,21,12,13,29,20,29,1040,6,8,91,119,1,8,13,10,8,4,460,6
102,6,40,6,32,66,18,20,42,6,16,9,18,19,20,33,30,15,2,177,15,13,2,6,8,59,14,10,22,197,19,138,12,4,5,106,23,60,7,275,44,9,14,18,21,62,171,1,342,8,34,43,44,37,3,1,49,10,760,43,10,7,69,19,34
103,12,36,10,43,1,4,1576,403,77,42,190,9,15,28,23,11,6,6,28,33,1174,4,11,6,155,18,1,107,4,1,11,7,5,11,1950,33,3,32,15,11,49,11,8,63,102,37,5,13,54,10,42,1,9,39,4,41,2,6,24,4,12,11,16,216
