0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
14856,7366,40577,11624,12152,11660,16532,13815,4155,3746,6659,21846,15740,7678,8967,10363
7193,16730,3359,7180,5645,4729,5616,8772,9537,7156,10285,11722,6649,11668,6829,8497
8945,8644,11437,6752,7599,9825,7203,8224,11938,4247,7208,6192,11221,14423,33941,10888
7047,9357,5014,12929,6170,5888,10051,7030,4317,11522,7908,7115,9370,3025,11200,6308
7478,8736,12349,5696,4966,13617,9883,8143,16565,5382,5131,10288,11818,7722,6367,20895
12587,5925,24702,7417,4107,17854,8592,7435,5683,6376,6190,8682,19357,9983,7904,15691
6651,4535,4414,8279,9467,4552,7954,6466,9929,21950,5704,4006,8557,10005,4533,6851
11022,6400,8811,5976,8609,4000,6286,7391,9736,4628,5269,14366,9465,9333,6325,4746
6852,8804,6559,4542,5374,4781,3923,5858,7295,17008,5900,9678,8727,9965,5874,23502
10637,6779,12098,12329,6006,4576,4246,11337,11056,10651,20816,7047,5673,7290,7130,6106
10027,6807,6089,13572,6036,5775,8374,4823,8434,8028,5903,4710,12275,3932,8517,6463
6306,11652,9198,5013,6233,7051,8614,5388,9692,5448,5229,9935,8951,3866,13863,17296
11207,8640,5747,12749,8369,11406,6974,10503,7402,14671,13274,3976,4011,6482,14499,10260
9765,6466,12101,11804,27304,5851,11499,8005,7453,5324,5987,8768,4063,5069,15481,3848
8840,6274,7339,10925,12629,4567,6603,9579,5646,11423,5160,9814,4367,5469,6653,7028
9953,2798,4178,9883,6383,4965,2849,6026,3799,5909,4224,6612,3319,11630,5847,7838
6729,8900,11820,4305,8371,16505,6425,8770,21674,11921,4585,4853,5122,7957,5247,14619
4653,8935,7316,6539,10880,4792,4047,9354,8096,9414,9923,7170,9312,18709,4683,9910
6260,6499,7118,6161,6880,9164,10052,7860,5166,6535,11124,5122,6655,5639,12601,10649
8301,4095,8765,7232,11942,6567,7866,17642,8919,10496,5878,6110,13949,4998,7555,5604
7264,8168,9226,4533,6666,9757,5458,13975,9364,8000,5784,6041,8685,6260,7375,9585
13321,4891,6566,5390,7763,5962,12840,8006,8168,5544,6464,15681,4880,21990,6168,5050
20485,3710,13386,4821,6181,3940,4567,7347,20495,20585,11038,6259,12643,9498,7982,6343
8848,6170,4371,16491,4322,5482,3903,7148,13009,6864,19855,12668,4649,7902,5394,5383
19286,9014,6588,7445,25530,6217,9848,19596,10925,2873,6816,12375,8130,4715,10855,15660
29743,13700,3467,18369,3936,13546,10171,9881,9641,16015,12537,5878,8702,9908,6282,10042
6791,3634,8216,7337,7915,10929,4254,3501,4626,3663,5005,4604,10016,7609,5140,3777
10952,4476,8252,5316,6689,14092,15416,34205,10023,6602,5242,4125,8893,6619,7480,6830
16795,7126,6733,4035,7170,6441,15684,14279,6158,16272,7703,6156,12464,8183,4294,8485
5783,8180,4741,5972,7502,11206,6134,5289,5718,8577,5920,22068,7138,11380,53951,5598
7969,9642,25619,11386,6480,11254,6011,5947,5352,13019,4520,5187,12366,8401,11950,15620
6823,19845,7298,7915,10090,3587,4633,11316,15400,4713,19419,12577,20779,7892,10501,5010
11020,5472,5293,7124,7496,11741,12776,22360,6089,16247,26524,9040,11461,9359,7496,4842
15620,13714,8884,5433,7973,7402,7045,12186,6157,7720,9558,34186,6061,7063,7881,6226
8109,3737,13646,8281,3785,8444,5828,7555,4332,9924,15825,16855,13544,5730,7322,3978
5883,21914,16539,10425,16661,9295,4970,6140,7767,12938,8770,7952,3645,3843,12598,4029
6328,9226,10668,5190,6462,8845,4623,7690,8264,6690,6249,5007,7050,9289,5676,7188
4909,3604,17768,5495,5888,8307,4132,8733,10793,6216,10991,9173,8416,12275,6641,8673
20277,8659,4088,10207,9002,4298,13063,12258,10135,5989,9848,6562,8897,16110,7280,17938
3158,7460,7387,14527,10607,7064,14368,10033,8052,23289,9246,6304,8313,9501,6959,16353
11304,5256,8813,6373,5798,3881,6567,10392,9145,6362,6954,11668,10437,7761,7847,3469
4008,3332,7468,10916,5017,4356,7093,8104,6601,9647,23057,5275,8126,15003,6085,9184
11089,4335,20701,3651,4875,8362,4302,5930,2929,11303,4925,12947,3561,6887,8725,7231
15114,4912,10660,10985,8975,8876,10007,39477,7586,4661,6716,5425,15934,13251,8200,9762
14658,7482,4748,9454,9568,9578,10176,8681,3961,6236,12349,9428,9765,4706,7173,12790
8045,5956,6336,10494,11242,3997,21080,21438,8493,11352,5058,7901,8992,25791,9535,7665
8284,5450,6299,10891,9018,13060,4715,5175,12720,10948,10807,14723,8355,8116,6650,5673
6396,7524,10597,3650,5669,7441,12682,5404,5076,9272,19965,6765,3824,5322,9116,8370
5339,10249,5677,7222,5083,7407,8308,5374,4602,4640,6837,6030,9717,14142,7250,6257
5510,11338,4853,4982,19012,11096,4076,9135,9110,19074,7150,5225,5012,7472,6302,5372
10235,3833,9180,10586,14586,12625,36317,8914,6508,6188,6454,7986,6387,6308,8405,8889
8674,6496,5212,5986,10147,18113,4592,10530,10703,11988,9754,4485,6436,5671,18199,4489
7515,4988,11122,10214,21297,6680,10982,14622,10676,4289,3887,7194,8460,7475,5091,14832
4992,5795,4266,6157,25281,4965,17235,10870,15699,6408,4554,6722,4758,10383,6699,7082
14711,8361,7984,8929,14660,4436,5084,6585,4268,4087,8054,9064,2728,15907,8832,10675
7227,5907,10761,5953,13761,11546,6592,5853,5082,11644,15154,3978,3457,11540,9000,6132
8438,6336,7798,6254,7164,8937,8477,8906,6754,8804,12138,5481,5914,8583,4092,12374
7443,8288,5225,10048,20058,5014,7620,8796,2923,9973,6576,11134,9782,7202,6216,11569
10986,11710,11033,10708,8735,6009,10622,8236,2988,20918,4386,10825,5400,9915,4410,12965
5147,8435,17083,4218,10984,5090,12183,3933,6485,7737,4117,4554,5946,7862,6737,8147
9380,6903,7655,5311,5181,6389,24558,4104,8023,4806,5181,5937,7928,10921,10180,7562
4581,20578,7809,13672,13806,9503,4198,11103,9336,8826,12491,13304,6609,19215,4641,16119
17548,16887,9316,10936,7330,10824,30825,9167,18942,7345,8823,8040,5170,12311,8367,10619
6171,9768,2706,6172,5455,4347,10262,4285,5825,11105,12171,15358,12046,5801,11399,6681
4530,4351,10841,10897,8126,10810,11142,25352,9088,7313,7311,3731,8816,5184,8137,4723
9225,11143,17239,13299,5715,4932,13337,9531,3144,4153,6349,19126,3654,8898,4618,11474
5987,13489,8498,5587,8980,10384,5920,13483,7580,8200,11978,5864,16763,7707,6089,8667
8593,11833,13999,5681,6196,15422,6554,4507,11410,10616,7562,6051,12999,8401,11244,2737
7303,5777,6438,6558,7029,6452,14079,6945,12297,5896,9774,6682,7152,19400,7761,13869
3825,5014,14675,12410,8876,12022,7812,5432,10849,10275,7332,10924,8578,6143,13614,5213
8583,10551,9411,16649,7205,8377,7357,7237,6035,4663,8271,10261,4135,5841,5418,5367
